st_064120_0001#0,"""A.P.242/3/25/15:00"""
st_064120_0010#0,"""……你死了嗎、瓦爾納。"""
st_064120_0020#0,"""如果是没有尽力的結果的話<br>你也許會歎息吧。"""
st_064120_0030#0,"""但是、不用擔心。<br>畢竟<br>我一個人就夠了。"""
st_064120_0040#0,"""対抗兵器的開発、封印力量結界的発動。<br>一直努力到這種地步還不放弃<br>的ARKS令人感嘆。"""
st_064120_0050#0,"""對這份努力表示敬意<br>以決戰結束吧。<br>這個世界。這個宇宙。這個記録。"""
st_064120_0060#0,"""我是、終之女神・示巴。<br>終結宇宙記録的存在。<br>也就是、光子的抹消。"""
st_064120_0070#0,"""正因爲意見一致<br>我和你才會在一起。"""
st_064120_0075#0,"""……【深遠之暗】。"""
skit01#0,"""The Savior Comes Again"""
skit02#0,"""再次降臨的異邦之地"""
