ActiveStatus_Title#0,"""フレンドメッセージ変更"""
ActiveStatus_Info#0,"""相手のフレンドリストに表示するメッセージです。<br>「決定」ボタンを押すことで登録されます。<br><br>ゲームからログアウトすると<br>フレンドメッセージは表示されなくなります。<br>再び登録する場合はログインごとに<br>「決定」ボタンを押してください。"""
ActiveStatus_Comment#0,"""フレンドメッセージ"""
ActiveStatus_Send#0,"""決定"""
ActiveStatus_Cancell#0,"""キャンセル"""
ActiveStatus_PartyNum#0,"""$(0)／$(1)"""
ActiveStatus_ApcNum#0,"""(<pict apc_icon> $(0)人)"""
ActiveStatus_Connecting#0,"""通信中…"""
ActiveStatus_Error#0,"""メッセージに<br>使用できない文字が含まれています。"""
ActiveStatus_SendMessage#0,"""メッセージを登録しました。"""
Camera_Title#0,"""カメラ選択"""
Menu_Normal#0,"""通常カメラ"""
Menu_Camera1#0,"""固定カメラ1"""
Menu_Camera2#0,"""固定カメラ2"""
Menu_Camera3#0,"""固定カメラ3"""
Pop_ChangeCamera#0,"""使用する"""
Pop_ChangeAngle#0,"""アングル変更"""
Info_ChangeCamera#0,"""$(0)に<br>新しいカメラアングルを保存します。<br>よろしいですか？"""
Message_ChangeCamera#0,"""$(0)に新しいカメラアングルを保存しました。"""
Message_ExitEditingCamera#0,"""カメラの編集モードが解除されました。"""
FreeCamera_CameraGuideSave#0,"""カメラ保存："""
FreeCamera_CameraGuide_Angle#0,"""カメラ旋回："""
FreeCamera_CameraGuide_Move#0,"""カメラ移動："""
FreeCamera_CameraGuide_Height#0,"""カメラ高さ："""
FreeCamera_CameraGuide_Rotate#0,"""カメラ回転："""
FreeCamera_CameraGuide_Zoom#0,"""ズーム："""
FreeCamera_CameraGuideReset#0,"""カメラリセット："""
FreeCamera_CameraGuideResetVita#0,"""カメラリセット："""
FreeCamera_CameraGuideCancel#0,"""戻る："""
FreeCamera_CameraGuideSave_key#0,"""<%Decide>"""
FreeCamera_CameraGuide_Angle_key#0,"""マウス移動"""
FreeCamera_CameraGuide_Move_key#0,"""<%MultiSelect>＋<%MoveForward>/<%MoveBack>/<%MoveLeft>/<%MoveRight>"""
FreeCamera_CameraGuide_Height_key#0,"""<%MoveForward>/<%MoveBack>"""
FreeCamera_CameraGuide_Rotate_key#0,"""<%MoveLeft>/<%MoveRight>"""
FreeCamera_CameraGuide_Zoom_key#0,"""<%PaletteForce>/<%PaletteReverse>"""
FreeCamera_CameraGuideReset_key#0,"""<%NextTabDetails>"""
FreeCamera_CameraGuideResetVita_key#0,"""<%AllWindowClose>"""
FreeCamera_CameraGuideCancel_key#0,"""<%Cancel>/Esc"""
FreeCamera_CameraGuideSave_pad#0,"""<%Decide>"""
FreeCamera_CameraGuide_Angle_pad#0,"""<%RStick>"""
FreeCamera_CameraGuide_Move_pad#0,"""<%MultiSelect>＋<%LStick>"""
FreeCamera_CameraGuide_Height_pad#0,"""<%LStick>(上下)"""
FreeCamera_CameraGuide_Rotate_pad#0,"""<%LStick>(左右)"""
FreeCamera_CameraGuide_Zoom_pad#0,"""<%PaletteForce>/<%PaletteReverse>"""
FreeCamera_CameraGuideReset_pad#0,"""<%NextTabDetails>"""
FreeCamera_CameraGuideResetVita_pad#0,"""<%AllWindowClose>"""
