Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""おっ、こりゃ頼りになる味方だね！<br>一気に蹴散らしてしまおうか！"""
Success#1,"""手伝ってくれてありがとな。<br>おかげでかなり楽できたよ。"""
Failure#1,"""あっちゃあ、しくじった……<br>悪い、先に退かせてもらうよ。"""
Dead#1,"""アタシとしたことが……！"""
BuddyDead#1,"""大丈夫かい！？<br>あとは任せておきな！"""
Begin#2,"""おっ、こりゃ頼りになる味方だね！<br>一気に蹴散らしてしまおうか！"""
Success#2,"""手伝ってくれてありがとな。<br>おかげでかなり楽できたよ。"""
Failure#2,"""あっちゃあ、しくじった……<br>悪い、先に退かせてもらうよ。"""
Dead#2,"""アタシとしたことが……！"""
BuddyDead#2,"""大丈夫かい！？<br>あとは任せておきな！"""
Begin#3,"""おっ、こりゃ頼りになる味方だね！<br>一気に蹴散らしてしまおうか！"""
Success#3,"""手伝ってくれてありがとな。<br>おかげでかなり楽できたよ。"""
Failure#3,"""あっちゃあ、しくじった……<br>悪い、先に退かせてもらうよ。"""
Dead#3,"""アタシとしたことが……！"""
BuddyDead#3,"""大丈夫かい！？<br>あとは任せておきな！"""
Begin#4,"""おっ、こりゃ頼りになる味方だね！<br>一気に蹴散らしてしまおうか！"""
Success#4,"""手伝ってくれてありがとな。<br>おかげでかなり楽できたよ。"""
Failure#4,"""あっちゃあ、しくじった……<br>悪い、先に退かせてもらうよ。"""
Dead#4,"""アタシとしたことが……！"""
BuddyDead#4,"""大丈夫かい！？<br>あとは任せておきな！"""
