Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""協力していただけますか？"""
Success#1,"""目標撃破を確認しました。<br>ご協力、感謝いたします。"""
Failure#1,"""任務失敗ですね……<br>申し訳ありません、撤退します。"""
Dead#1,"""ぐ、これ以上は無理ですね……"""
BuddyDead#1,"""無理はなさらぬよう。<br>あとは任せてください。"""
Begin#2,"""協力していただけますか？"""
Success#2,"""目標撃破を確認しました。<br>ご協力、感謝いたします。"""
Failure#2,"""任務失敗ですね……<br>申し訳ありません、撤退します。"""
Dead#2,"""ぐ、これ以上は無理ですね……"""
BuddyDead#2,"""無理はなさらぬよう。<br>あとは任せてください。"""
Begin#3,"""協力していただけますか？"""
Success#3,"""目標撃破を確認しました。<br>ご協力、感謝いたします。"""
Failure#3,"""任務失敗ですね……<br>申し訳ありません、撤退します。"""
Dead#3,"""ぐ、これ以上は無理ですね……"""
BuddyDead#3,"""無理はなさらぬよう。<br>あとは任せてください。"""
Begin#4,"""協力していただけますか？"""
Success#4,"""目標撃破を確認しました。<br>ご協力、感謝いたします。"""
Failure#4,"""任務失敗ですね……<br>申し訳ありません、撤退します。"""
Dead#4,"""ぐ、これ以上は無理ですね……"""
BuddyDead#4,"""無理はなさらぬよう。<br>あとは任せてください。"""
