name01#0,"""???"""
name02#0,"""???"""
name01#1,"""？？？"""
name02#1,"""？？？"""
st_010250_0010#0,"""ข้อมูลเมื่อกี้นี้มัน...... D-arkers เหรอครับ?<br>ถ้าตามเอกสารแล้ว<br>ปกติพวกมันต้องโจมตี ARKS ทันทีที่เห็นนี่นา..."""
st_010250_0020#0,"""พวกมันกำลังค้นหาอะไรกันแน่นะ......?<br>แต่ว่าแพทเทิร์นการเคลื่อนไหวแบบนั้น<br>ไม่เคยมีการรายงานเข้ามาก่อนเลย......"""
st_010250_0030#0,"""......รู้สึกไม่ค่อยดีเลย<br>อาจจะเป็นการยุ่งไม่เข้าเรื่อง<br>แต่กรุณาระมัดระวังตัวให้มากด้วยนะครับ"""
st_010250_0040#0,"""จะว่าไปผมได้ยินมาว่า<br>พวก D-arkers ปรากฏตัวมา<br>เพื่อค้นหาอะไรบางอย่าง......"""
st_010250_0050#0,"""ตอนนี้ก็ยังเป็นเช่นนั้นอนู่เหรอครับ?<br>ถ้าเช่นนั้น พวกมัน<br>กำลังค้นหาอะไรอยู่กันแน่นะ......"""
st_010250_0060#0,"""A.P.238/3/2/10:00"""
st_010250_0010#1,"""今のデータは……ダーカー、ですか？<br>アークスを見つけたら襲ってくると<br>資料にはあるのですが……"""
st_010250_0020#1,"""何かを探していたんでしょうか……？<br>でも、そんな行動パターン<br>今まで報告されたためしがないのに……"""
st_010250_0030#1,"""……なんだか不気味です。<br>お節介かもしれませんが<br>十分、注意して進んでください。"""
st_010250_0040#1,"""そういえば、ダーカーが<br>何かを探しているような動きを<br>見せていた、という噂がありましたね。"""
st_010250_0050#1,"""今のがそうなのでしょうか？<br>だとしたら、一体何を<br>探しているのでしょう……"""
st_010250_0060#1,"""A.P.238/3/2/10:00"""
