Begin#0,"""開始5008"""
Success#0,"""成功5008"""
Failure#0,"""失敗5008"""
Dead#0,"""自己死亡5008"""
BuddyDead#0,"""對手死亡5008"""
Evolution#0,"""連線5008"""
Begin#1,"""/ci1 1 只說了要去找蛋糕屋我就跟來了，<br>真還真是……"""
Success#1,"""/mn6 /ci2 1 ……雖說是很丟臉的話<br>多虧了前輩才能做到，的感覺吶。"""
Failure#1,"""/ci4 1 ……確實瞭解了。<br>我呢，還很嫩呢。<br>下次我會做得更好！"""
Dead#1,"""/ci4 1 ……切。<br>在後輩的面前這是什麼樣子<br>還真沒出息呢，我……"""
BuddyDead#1,"""/mn3 /ci3 2 羅提！<br>可惡……沒辦法保護就在<br>眼前的後輩什麼的……！"""
Evolution#1,"""/ci1 2 還來麼？<br>我只是來找蛋糕屋而已<br>這還真變成大事了……"""
Begin#2,"""/mn18 /ci1 2 前輩，我想拜託你。<br>說是有東西要找的樣子。<br>有點急呢。"""
Success#2,"""/mn29 /ci5 3 t5 ……怎、怎麼了前輩，擺出那臉。<br>我是輔助而已。不可能想要蛋糕<br>就去找吧。"""
Failure#2,"""/mn7 前輩，對不起……<br>再這樣下去應該撐不了了。<br>……真的，對不起。"""
Dead#2,"""/mn22 ……啊啊，可惡。<br>說是要幫忙，根本就是絆腳石吶。"""
BuddyDead#2,"""/mn19 /ci5 5 t5 ……蛋糕是，有必要<br>這麼拼命麼？<br>我有點，不大懂呢。"""
Begin#3,"""/mn2 /ci2 5 アザナミさんの言うとおり<br>おれ達だけだと、ちょっと厳しくってさ<br>手を貸して欲しいんだ。"""
Success#3,"""/ci2 1 確かに、張り切りすぎたよな……<br>次からは気をつけて行こうぜ。<br>センパイ、助けてくれてありがとな。"""
Failure#3,"""/ci5 3 くそ……失敗か。<br>悪い、センパイ。これ以上<br>迷惑かけたくないし、先に撤退する。"""
Dead#3,"""これ以上は、動けない……<br>ごめん、二人共。"""
BuddyDead#3,"""アザナミさん、大丈夫か？<br>こっちはセンパイと何とかするから<br>休んでてくれ。"""
Begin#4,"""/toge /ci1 4 センパイ！<br>おれも……戦う！<br>一緒に戦わせてくれ！"""
Success#4,"""/ci1 1 センパイ……<br>おれは、待ってる。<br>帰ってくるの、待ってるからな。"""
Failure#4,"""ごめんなさい、センパイ。<br>やる気だけが空回りしちゃった……。"""
Dead#4,"""センパイ……ごめん……"""
BuddyDead#4,"""アザナミさん！<br>大丈夫か！"""
