un_013180_0001#0,"""A.P.238/4/8"""
un_013180_0010#0,"""โย่ คู่หู<br>เป้าหมายของท่านผลลัพธ์เป็นยังไงบ้าง<br>ทางของข้ายังไปไม่ถึงไหนเลยล่ะ"""
un_013180_0020#0,"""แต่ก็นะ การหาคนที่ไม่รู้ว่าอยู่<br>ที่ไหนมันก็แบบนี้แหละ<br>ไม่ต้องใส่ใจหรอก"""
un_013180_0030#0,"""จะว่าไป ไอ้ที่จะจัดน่ะงานประลองฝีมือสินะ?<br>เอ๊ะ ท่านก็จะเข้าร่วมด้วย?"""
un_013180_0040#0,"""ข้าคิดว่ามันไม่ใช่เวลาที่จะมาทำเรื่องแบบนี้<br>หรอกนะ...... แต่เอาเถอะถ้าคิดจะ<br>เปลี่ยนบรรยากาศก็อาจจะเหมาะพอดีก็ได้"""
un_013180_0050#0,"""ตัวข้าเองที่พูดแบบนั้นก็กำลังเจอทางตัน<br>อยู่ด้วย อืมม ......ถ้าคู่หูเข้าร่วม<br>ข้าเองก็จะลองเข้าร่วมดูดีมั้ยนะ"""
un_013180_0060#0,"""ไม่แน่ว่าอาจจะทำให้ข้าพบ<br>วิธีฝ่าฟันอุปสรรคก็ได้......<br>อืม ใช่แล้ว เอาแบบนั้นละกัน"""
un_013180_0070#0,"""อ๊ะ แน่นอน<br>ถ้าคู่หูยินดีล่ะก็?"""
un_013180_0080#0,"""เพราะว่ากฎมันต้องจับคู่<br>กับใครซักคนด้วยน่ะนะ"""
un_013180_0090#0,"""แหะๆ งั้นก็ไว้เจอกัน!<br>วันจริง ถ้าท่านโอเคก็ติดต่อมานะ!"""
un_013180_0001#1,"""A.P.238/4/8"""
un_013180_0010#1,"""よっ、相棒。<br>そっちの目的の首尾はどうよ。<br>おれの方はさっぱり。"""
un_013180_0020#1,"""ま、あてもない人探しなんて<br>こんなもんだから<br>気にしてもいらんないけどな。"""
un_013180_0030#1,"""そういや、今度やる戦技大会っての？<br>あれ、お前も参加するのか？"""
un_013180_0040#1,"""そんなことやってる場合じゃない気も<br>するけど……まあ、気分転換には<br>ちょうどいいのかもな。"""
un_013180_0050#1,"""かくいうおれも行き詰まってるわけだし<br>うーん……相棒が参加するなら<br>おれも参加してみようかな。"""
un_013180_0060#1,"""何かブレイクスルー的なことが<br>あるかもしれないし……<br>よし、そうだ、そうしよう。"""
un_013180_0070#1,"""あ、もちろん、<br>相棒がよければ、だぜ？"""
un_013180_0080#1,"""ルール的に誰かと組まなきゃ<br>いけないらしいからよ。"""
un_013180_0090#1,"""へへっ、んじゃな！<br>当日、よかったら誘ってくれよ！"""
