un_039140_0001#0,"""A.P.239/5/5"""
un_039140_0010#0,"""なー、先代先代ー！<br>先代は、どうしてそんなに強いんだ？"""
un_039140_0020#0,"""え、えっと……<br>シオンさんのおかげじゃないかな？"""
un_039140_0030#0,"""そっか、そうなのか。<br>そういえば先代、その武器<br>新しいヤツだよな。"""
un_039140_0040#0,"""誰に作ってもらったんだ？<br>どんな感じだ、使いやすいのか？"""
un_039140_0050#0,"""う、うん、シャオ君がジグさんに<br>頼んで作ってくれたんだって。"""
un_039140_0060#0,"""わたしが使うと普通の武器は<br>すぐに壊れちゃうから<br>使い勝手の差は、わからないかも。"""
un_039140_0070#0,"""ふーん、ふんふん。<br>ところで先代はどうやって先代に<br>なったんだ？\u3000選ばれたのか？"""
un_039140_0080#0,"""ええっと……わたしはシオンさんに<br>空席の六芒をあてがわれたみたいで……<br>多分、絶対令対策だと思う。"""
un_039140_0090#0,"""いつのまにかなってた、という意味では<br>クラリスクレイスちゃんと同じかな。"""
un_039140_0100#0,"""そっか、わたしと同じか！<br>ふふ、それは悪い気がしないな！"""
un_039140_0110#0,"""……ああ、貴方か。<br>見てほら、あのクラリスクレイスの<br>懐きっぷり。"""
un_039140_0120#0,"""聞きたいこといっぱいあるんだ、って<br>意気揚々と言ってて、いざ戻ってきたら<br>カチカチで話せなくなっちゃって……"""
un_039140_0130#0,"""それで、この前のプレゼントで<br>勢いをつけて距離を縮めたら、あれよ。<br>……極端ったらありゃしない。"""
un_039140_0140#0,"""マトイもマトイよ。<br>何でもかんでも答えてあげちゃうから<br>より懐いてしつこくなって……"""
un_039140_0150#0,"""……ずーっとべったりで。<br>まったく……！"""
un_039140_0160#0,"""１．羨ましい？"""
un_039140_0170#0,"""２．寂しい？"""
un_039140_0180#0,"""は……はあぁっ！？<br>ば、バッカじゃないの！<br>そんなわけないでしょ！"""
un_039140_0190#0,"""ぶっ！<br>そ、そんなわけないでしょ！<br>どうして寂しがらなきゃいけないのよ！"""
un_039140_0200#0,"""羨ましくなんて全然ないし！<br>別に寂しくもないし！"""
un_039140_0210#0,"""あ、あの子は前々から<br>マトイと話したいって言ってたんだから<br>思う存分話せばいいのよ！"""
un_039140_0220#0,"""ん……？あっ、サラと<br><%me>だ！"""
un_039140_0230#0,"""……やば、見つかった！"""
un_039140_0240#0,"""サラ、何をしてる！<br>こっちに来て、先代と一緒に話そう！<br><%me>もだ！"""
un_039140_0250#0,"""サラも、聞きたいことあるんだろ？<br>遠慮せずに聞くといいぞ！<br>先代は何でも答えてくれる！"""
un_039140_0260#0,"""……こんなこと言われてるけど？"""
un_039140_0270#0,"""あはは……まあ、わたしに答えられる<br>ことなら、なんでも話すよ。"""
un_039140_0280#0,"""……わたし、話すの好きだし<br>サラといっぱいお話してみたかったし。"""
un_039140_0300#0,"""……そう。"""
un_039140_0310#0,"""それじゃあ早速聞きたいんだけど<br>その服、マトイの趣味よね？"""
un_039140_0320#0,"""ぶっ！？"""
un_039140_0330#0,"""おー、それ私も気になってたんだ。<br>先代はいつもそんな感じの服だよな。<br>趣味なのか？\u3000趣味なんだな。"""
un_039140_0340#0,"""いや、これシャオくんが<br>用意してくれたもので！<br>わたしがお願いしたわけじゃなくて！"""
un_039140_0350#0,"""そのぐらい肌を見せていたほうが<br>強くなれるのか？"""
un_039140_0360#0,"""いやそんなことは絶対に……<br>……ないとも言い切れないのかな。<br>大気中のフォトン吸収もあるし……"""
un_039140_0370#0,"""そうか！<br>じゃあ、私も脱げば<br>もっともーっと強くなれるんだな！"""
un_039140_0380#0,"""だ、ダメダメ！\u3000女の子はね<br>そんなふうに気軽に肌を晒したりしちゃ<br>だめなんだよ！"""
un_039140_0390#0,"""……マトイが言っても説得力ないわね。"""
un_039140_0400#0,"""うう……でも<br>サラには言われたくない！"""
un_039140_0410#0,"""そういえば、サラは私よりも<br>肌を晒しているが、弱いな。<br>……ということは、関係ないのか。"""
un_039140_0420#0,"""……あんたケンカ売ってる？"""
un_039140_0430#0,"""<%me>。<br>なんかこういうのって、いいね。"""
