st_045070_0001#0,"""A.D.2028/4/17/15:30"""
st_045070_0010#0,"""火継！"""
st_045070_0020#0,"""喂火継，你快醒醒！"""
st_045070_0030#0,"""沒用的沒用的，不行的不行的。<br>畢竟那孩子她已經99%心死了啊。<br>可惜呀，她已經是一動都不會動了……"""
st_045070_0040#0,"""……我們就算帶著她，也只是累贅罷了。<br>雖然那個叫冰莉的孩子也許會生氣吧<br>但還請冷靜。我們已經用不著她了。"""
st_045070_0050#0,"""心死了……？<br>……你們都對火継做了什麼！"""
st_045070_0060#0,"""……我們什麼都沒做。<br>只是因為你們一直棄她於不管不顧<br>所以才變成了這樣罷了。"""
st_045070_0070#0,"""……女孩子的心，可是很脆弱易碎的。<br>連這種事情都不知道，你這男人算是白當了。"""
st_045070_0080#0,"""而且我們現在，都把你們給引誘過來了<br>所以呢，那孩子已經是100%沒用了。"""
st_045070_0090#0,"""引誘過來？"""
st_045070_0100#0,"""火継沒用了？"""
st_045070_0110#0,"""……沒錯，不管是剛才和你們戰鬥<br>還是像這樣與你們說話<br>這一切的一切，都只是在拖延時間而已。"""
st_045070_0120#0,"""……因為我們的目的<br>就是在這裡拖住<%me><br>你這ARKS的最強戰力呀。"""
st_045070_0130#0,"""不管是剛才那場戰鬥，還是像這樣與你們說話<br>都100%是為了拖延時間……！"""
st_045070_0140#0,"""你說……什麼……？"""
st_045070_0150#0,"""<%me>！<br>炎雅先生！謝天謝地，終於接通了！"""
st_045070_0160#0,"""不好了！ARKS戰艦受到了敵人的襲擊！<br>敵人並不是藉由PSO2，而是直接入侵了我們這裡<br>還奪取了這裡的管制權……！"""
st_045070_0170#0,"""而且不僅如此<br>他們甚至直接派來了兵力<br>在ARKS戰艦內創造出了幻創種……！"""
st_045070_0180#0,"""可他們究竟是怎麼繞過防護墻的啊……<br>若是要奪取ARKS戰艦的管理權限<br>怎麼也得是比夏歐還要強大的存在才行啊…………啊！"""
st_045070_0190#0,"""喂，雪拉小姐！雪拉小姐！？"""
st_045070_0200#0,"""……呵呵，還真是跟庫的分析如出一轍。<br>一切都在按照計劃進行。真是太厲害了。"""
st_045070_0210#0,"""<%me>……<br>你是ARKS的最強戰力，也比任何人都要強大<br>……可同時呢，卻也是如此天真。"""
st_045070_0220#0,"""只需要虜個人質，你們就會派少數戰力來營救。<br>而這營救成員裡<br>也必定會包含有<%me>。"""
st_045070_0230#0,"""呵呵，100%正確。<br>不愧是我啊……<br>不愧是我這數學界的稀世奇才，奧庫＝米勒。"""
st_045070_0240#0,"""……我就來回答一下你的疑問，來告訴你<br>這陷阱是從什麼時候設下的吧，小哥。"""
st_045070_0250#0,"""是從「最開始」哦。<br>你這眼裡只有妹妹的小哥。"""
st_045070_0260#0,"""而現在就連我們，也已經是80%地沒用了……"""
st_045070_0270#0,"""……恩，我想差不多可以了。<br>算上剛才重複的那些時間，應該已經足夠了。"""
st_045070_0280#0,"""……不過，我還是好想讓聖母<br>更開心一點啊。"""
st_045070_0290#0,"""嘿嘿……<br>我的想法也跟你100%一樣，芙露。"""
st_045070_0300#0,"""你們何必做到這個份上啊……"""
st_045070_0310#0,"""你是不會明白的，30%好色男。<br>除了芙露，誰都不可能明白。"""
st_045070_0320#0,"""……有我和庫兩個人明白就好。<br>僅僅如此就夠了。"""
st_045070_0330#0,"""……聖母她，給我們的世界帶來了色彩。<br>不需要什麼更多的理由。<br>有這些，就已經足夠了。"""
st_045070_0340#0,"""……呃！<br><%me>，來這邊！<br>我要用傳送陣了！"""
st_045070_0350#0,"""……雖說這手段有夠唐突亂來的<br>但看來結果是成功了啊。"""
st_045070_0360#0,"""這是傳送魔法－－傳送陣。<br>它只能飛躍到事先登錄好的地點<br>是個只能用一次的緊急逃脫手段。"""
st_045070_0370#0,"""本來呢，我是預備著把它作為最終的後手<br>萬一我那笨蛋老妹賴著不走，就把她給傳回去的……<br>沒想到居然在這種時候派上了用場。"""
st_045070_0380#0,"""你是不會明白的，30%好色男。<br>除了芙露，誰都不可能明白。"""
st_045070_0390#0,"""……有我和庫兩個人明白就好。<br>僅僅如此就夠了。"""
st_045070_0400#0,"""……不是我不明白。<br>只是你們兩個笨蛋，拒絕了去理解我罷了。"""
st_045070_0410#0,"""不提這個了，更重要的是ARKS戰艦那邊。<br>我找找看有沒有回去的方法……"""
st_045070_0420#0,"""什麼……！？<br>ARKS戰艦，消失了……！？<br>……這都什麼情況啊，喂！"""
