DirectUse_MyRoom_1#0,"""ยืนยันการใช้ไอเทม"""
DirectUse_MyRoom_2#0,"""<pict Arcscash><c 5fdf00>ใช้ไอเทมที่ซื้อ<c><br>ท่านไม่มี My Room access หรือหมดระยะเวลาที่ใช้ได้<br><br>ท่านต้องการใช้ <yellow>Premium Set<c> ในช่องเก็บของ<br>เพื่อจะใช้ Room ของท่าน?<br><br><red>*ถ้าท่านมีมากกว่าหนึ่ง ไอเทมที่ได้เวลามากที่สุดจะถูกใช้ก่อน<c><br><br><red>*ถ้าท่านต้องการดูไอเทมก่อนใช้ ให้เลือกที่ช่องเก็บของๆท่าน<c>"""
DirectUse_MyShop_1#0,"""ยืนยันการใช้ไอเทม"""
DirectUse_MyShop_2#0,"""<pict Arcscash><c 5fdf00>ใช้ไอเทมที่ซื้อ<c><br>ท่านไม่มี My Shop access หรือหมดระยะเวลาที่ใช้ได้<br><br>ท่านต้องการใช้ <yellow>Premium Set<c> ในช่องเก็บของ<br>เพื่อใช้งาน Shop ของท่าน shop?<br><br><red>*ถ้าท่านมีมากกว่าหนึ่ง ไอเทมที่ได้เวลามากที่สุดจะถูกใช้ก่อน<c><br><br><red>*ถ้าท่านต้องการดูไอเทมก่อนใช้ ให้เลือกที่ช่องเก็บของๆท่าน<c>"""
DirectUse_Trade_1#0,"""ยืนยันการใช้ไอเทม"""
DirectUse_Trade_2#0,"""<pict Arcscash><c 5fdf00>ใช้ไอเทมที่ซื้อ<c><br>ระบบ Trading ของท่านไม่สามารถใช้งานหรือหมดระยะเวลาที่ใช้ได้<br><br>ท่านต้องการใช้ <yellow>Premium Set<c> ในช่องเก็บของ<br>เพื่อใช้งานไอเทม Trading?<br><br><red>*ถ้าท่านมีมากกว่าหนึ่ง ไอเทมที่ได้เวลามากที่สุดจะถูกใช้ก่อน<c><br><br><red>*ถ้าท่านต้องการดูไอเทมก่อนใช้ ให้เลือก ให้เลือกที่ช่องเก็บของๆท่าน<c>"""
DirectUse_PremiumContainer_1#0,"""ยืนยันการใช้ไอเทม"""
DirectUse_PremiumContainer_2#0,"""<pict Arcscash><c 5fdf00>ใช้ไอเทมที่ซื้อ<c><br>ท่านไม่มี Premium Set ticket ซึ่งจำเป็นในการใช้ <br>Premium Storehouse หรือหมดระยะเวลาที่ใช้ได้<br><br>ท่านต้องการใช้ <yellow>Premium Set<c> ในช่องเก็บของ<br>เพื่อใช้งาน Premium Storehouse?<br><br><red>*ถ้าท่านมีมากกว่าหนึ่ง ไอเทมที่ได้เวลามากที่สุดจะถูกใช้ก่อน<c><br><br><red>*ถ้าท่านต้องการดูไอเทมก่อนใช้ ให้เลือกที่ช่องเก็บของๆท่าน<c>"""
DirectUse_PremiumLine_1#0,"""ตรวจสอบไอเทมที่ต้องการใช้"""
DirectUse_PremiumLine_2#0,"""<pict Arcscash><c 5fdf00>ใช้งานไอเทมที่ซื้อไว้<c><br>ท่านไม่มี [Premium Set] หรือหมดระยะเวลาที่ใช้ได้<br>ซึ่งจำเป็นในการใช้งาน [Premium Line] <br><br>ท่านต้องการใช้ <yellow>[Premium Set]<c> ในช่องเก็บของ<br>เพื่อใช้งาน Premium Line หรือไม่ ?<br><br><red>*ถ้าท่านมีมากกว่าหนึ่งชิ้น ไอเทมที่ได้เวลามากที่สุดจะถูกใช้ก่อน<c><br><br><red>*ถ้าท่านต้องการตรวจสอบไอเทมที่มีอยู่ ให้เลือกที่ช่องเก็บของๆท่าน<c>"""
DirectUse_GuildContainer_1#0,"""ยืนยันการใช้ไอเทม"""
DirectUse_GuildContainer_2#0,"""<pict Arcscash><c 5fdf00>ใช้ไอเทมที่ซื้อ<c><br>ท่านไม่มี Premium Set ticket ซึ่งจำเป็นในการใช้ <br>Team Storehouse หรือหมดระยะเวลาที่ใช้ได้<br><br>ท่านต้องการใช้ <yellow>Premium Set<c> ในช่องเก็บของ<br>เพื่อใช้งาน Team Storehouse หรือไม่ ?<br><br><red>*ถ้าท่านมีมากกว่าหนึ่ง ไอเทมที่ได้เวลามากที่สุดจะถูกใช้ก่อน<c><br><br><red>*ถ้าท่านต้องการดูไอเทมก่อนใช้ ให้เลือก ให้เลือกที่ช่องเก็บของๆท่าน<c>"""
DirectUse_RentalContainer_1#0,"""ยืนยันการใช้ไอเทม"""
DirectUse_RentalContainer_2#0,"""<pict Arcscash><c 5fdf00>ใช้ไอเทมที่ซื้อ<c><br>ท่านไม่สามารถใช้งาน Ex Storehouse หรือหมดระยะเวลาที่ใช้ได้<br><br>ท่านต้องการใช้ Ticket ในช่องเก็บของเพื่อเลือกใช้ Ex Storehouse หรือไม่?<br><br><red>*ถ้าท่านต้องการดูไอเทมก่อนใช้ ให้เลือก ให้เลือกที่ช่องเก็บของๆท่าน<c>"""
DirectUse_ClientOrder_1#0,"""ตรวจสอบไอเทมที่ต้องการใช้"""
DirectUse_ClientOrder_2#0,"""<pict Arcscash><c 5fdf00>ใช้งานไอเทมที่ซื้อไว้<c><br>ท่านไม่มีตั๋ว [Premium Set] หรืออาจหมดเวลาไปแล้ว<br>ซึ่งจำเป็นสำหรับการใช้งาน [Additional Order Slots]<br><br>ท่านต้องการใช้ตั๋ว <yellow>[Premium Set]<c> ในช่องเก็บของ<br>เพื่อใช้งาน Additional Order Slots หรือไม่ ?<br><br><red>*ถ้าท่านมีมากกว่าหนึ่งชิ้น ไอเทมที่ได้เวลามากที่สุดจะถูกใช้ก่อน<c><br><br><red>*ถ้าท่านต้องการตรวจสอบไอเทมที่มีอยู่ ให้เลือกที่ช่องเก็บของๆท่าน<c>"""
DirectUse_ClientOrder_3#0,"""<pict Arcscash><c 5fdf00>ใช้งานไอเทมที่ซื้อไว้<c><br>ท่านไม่มีตั๋วสำหรับใช้งาน [Additional Order Slots] <br>หรือตั๋วของท่านหมดเวลาลงแล้ว<br><br>ท่านต้องการใช้ตั๋ว <yellow>[Additional Order Slots]<c> ในช่องเก็บของ<br>เพื่อใช้งาน Additional Order Slots หรือไม่ ?<br><br><red>*ถ้าท่านมีมากกว่าหนึ่งชิ้น ไอเทมที่ได้เวลามากที่สุดจะถูกใช้ก่อน<c><br><br><red>*ถ้าท่านต้องการตรวจสอบไอเทมที่มีอยู่ ให้เลือกที่ช่องเก็บของๆท่าน<c>"""
DirectBuy_PremiumTicket_1#0,"""ยืนยันการซื้อไอเทม"""
DirectBuy_PremiumTicket_2#0,"""<pict Arcscash><c ff4f3f>ARKS Cash Content<c><br>ท่านไม่สามารถเข้าไปยังระบบที่เลือกหรือหมดระยะเวลา<br><br>ท่านสามารถซื้อ <yellow>Premium Set<c> แล้วใช้งานได้ทันที<br>ท่านต้องการไปที่หน้าต่างยืนยันการซื้อตอนนี้เลยไหม?<br><br><red>*ถ้าต้องการซื้อระบบใน Ticket แยก ให้ไปที่ AC Shop ในเมนูหลัก<c>"""
DirectBuy_PremiumTicket_3#0,"""<pict Arcscash><c ff4f3f>ARKS Cash Content<c><br>ท่านไม่มีตั๋ว [Premium Set] หรืออาจหมดเวลาไปแล้ว<br>ซึ่งจำเป็นสำหรับการใช้งาน [Additional Order Slots]<br><br>ท่านสามารถซื้อ <yellow>[Premium Set]<c> เพื่อใช้งานได้ทันที<br>ท่านต้องการไปที่หน้าต่างยืนยันการซื้อตอนนี้หรือไม่ ?<br><br><red>*ในกรณีที่ท่านต้องการซื้อตั๋วสำหรับบริการอื่นเพิ่มเติม <br>กรุณาเข้าทาง AC Shop ในเมนูหลัก<c>"""
DirectBuy_RentalContainer_1#0,"""ยืนยันการซื้อไอเทม"""
DirectBuy_RentalContainer_2#0,"""<pict Arcscash><c ff4f3f>ARKS Cash Content<c><br>ท่านไม่สามารถเข้าไปยังที่เก็บของที่ขยายหรือหมดระยะเวลาที่ใช้ได้<br>ท่านสามารถซื้อ Ticket เพื่อใช้ที่เก็บของที่ขยายและสามารถใช้ได้ทันที <br>ท่านต้องการไปยังหน้าต่างยืนยันการซื้อไหม?"""
DirectBuy_TermWindow_1#0,"""ยืนยันการซื้อไอเทม"""
DirectBuy_TermWindow_2#0,"""ท่านสามารถซื้อและใช้ไอเทมเพื่อขยายระบบได้ <br>ท่านต้องการซื้อไอเทมดังกล่าวมั้ย?"""
DirectBuy_ClientOrder_1#0,"""ยืนยันการซื้อไอเทม"""
DirectBuy_ClientOrder_2#0,"""<pict Arcscash><c ff4f3f>ARKS Cash Content<c><br>ท่านไม่มีตั๋วสำหรับการใช้งาน [Additional Order Slots] <br>หรืออาจหมดเวลาไปแล้ว<br><br>ท่านสามารถซื้อ <yellow>[Additional Order Slots]<c> เพื่อใช้งานได้ทันที<br>ท่านต้องการไปที่หน้าต่างยืนยันการซื้อตอนนี้หรือไม่ ?"""
DirectUse_MyRoom_1#1,"""アイテム使用確認"""
DirectUse_MyRoom_2#1,"""<pict Arcscash><c 5fdf00>購入済みアイテムの使用<c><br>「マイルーム利用権」をお持ちでないか、<br>利用期限が切れています。<br><br>アイテムパック内にお持ちの<br><yellow>「プレミアムセット」<c>を<br>使用して、マイルームを利用可能にしますか？<br><br><red>※複数種類所持している場合、<br>\u3000追加期限が長いものを優先して使用します。<c><br><br><red>※使用するアイテムを確認したい場合は、<br>\u3000アイテムパックから選んでください。<c>"""
DirectUse_MyShop_1#1,"""アイテム使用確認"""
DirectUse_MyShop_2#1,"""<pict Arcscash><c 5fdf00>購入済みアイテムの使用<c><br>「マイショップ利用権」をお持ちでないか、<br>利用期限が切れています。<br><br>アイテムパック内にお持ちの<br><yellow>「プレミアムセット」<c>を<br>使用して、マイショップを利用可能にしますか？<br><br><red>※複数種類所持している場合、<br>\u3000追加期限が長いものを優先して使用します。<c><br><br><red>※使用するアイテムを確認したい場合は、<br>\u3000アイテムパックから選んでください。<c>"""
DirectUse_Trade_1#1,"""アイテム使用確認"""
DirectUse_Trade_2#1,"""<pict Arcscash><c 5fdf00>購入済みアイテムの使用<c><br>「アイテムトレード利用権」をお持ちでないか、<br>利用期限が切れています。<br><br>アイテムパック内にお持ちの<br><yellow>「プレミアムセット」<c>を<br>使用して、アイテムトレードを利用可能にしますか？<br><br><red>※複数種類所持している場合、<br>\u3000追加期限が長いものを優先して使用します。<c><br><br><red>※使用するアイテムを確認したい場合は、<br>\u3000アイテムパックから選んでください。<c>"""
DirectUse_PremiumContainer_1#1,"""アイテム使用確認"""
DirectUse_PremiumContainer_2#1,"""<pict Arcscash><c 5fdf00>購入済みアイテムの使用<c><br>「プレミアム倉庫」の利用に必要な<br>「プレミアムセット」の利用権をお持ちでないか、<br>利用期限が切れています。<br><br>アイテムパック内にお持ちの<br><yellow>「プレミアムセット」<c>を使用して<br>プレミアム倉庫を利用可能にしますか？<br><br><red>※複数種類所持している場合、<br>\u3000追加期限が長いものを優先して使用します。<c><br><br><red>※使用するアイテムを確認したい場合は、<br>\u3000アイテムパックから選んでください。<c>"""
DirectUse_PremiumLine_1#1,"""アイテム使用確認"""
DirectUse_PremiumLine_2#1,"""<pict Arcscash><c 5fdf00>購入済みアイテムの使用<c><br>「プレミアムライン」の利用に必要な<br>「プレミアムセット」の利用権をお持ちでないか、<br>利用期限が切れています。<br><br>アイテムパック内にお持ちの<br><yellow>「プレミアムセット」<c>を使用して<br>プレミアムラインを利用可能にしますか？<br><br><red>※複数種類所持している場合、<br>\u3000追加期限が長いものを優先して使用します。<c><br><br><red>※使用するアイテムを確認したい場合は、<br>\u3000アイテムパックから選んでください。<c>"""
DirectUse_GuildContainer_1#1,"""アイテム使用確認"""
