name01#0,"""Astalte"""
11_voice_shop_412#0,"""ท่านสำเร็จทุกเงื่อนไขใน Card ใบนี้แล้ว<br>และนี่คือ Card ใบใหม่ของท่าน"""
text02#0,"""Card ใบนี้จะเกี่ยวกับการผจญภัยใน Cauldron<br>ซึ่งอยู่บนดาวเคราะห์ Amduscia"""
text03#0,"""และภารกิจแรกคือ ARKS Quest <br><c bb0000>[Investigate Dragorii Ecology]<c><br>และทำให้สำเร็จ"""
text04#0,"""และเมื่อท่านสามารถดำเนินภารกิจจนลุล่วงแล้ว<br>ท่านจึงจะได้รับการประทับตราบน StampCard<br>"""
text05#0,"""พยายามเข้านะ"""
name01#1,"""アスタルテ"""
11_voice_shop_412#1,"""カードの取得条件を満たしていますね。<br>では、こちらが新しいカードです。"""
text02#1,"""惑星アムドゥスキアの火山洞窟エリアに<br>関連したカードとなります。"""
text03#1,"""最初の目標は<br><c bb0000>「龍族生態調査」<c>の<br>クリアとなります。"""
text04#1,"""なお、すでに目標達成済みでしたら<br>引き続いてスタンプを押させて<br>もらいます。よろしくお願いします。"""
text05#1,"""それでは、頑張って下さい。"""
