Begin#0,"""開始5151"""
Success#0,"""成功5151"""
Failure#0,"""失敗5151"""
Dead#0,"""自分死亡5151"""
BuddyDead#0,"""相手死亡5151"""
Evolution#0,"""発展5151"""
Begin#1,"""/mn19 /ci1 4 さあ行こうか、カトリーヌ！<br>……って、きみはバウンサーの創設者。<br>こんなところでどうしたんだい？"""
Success#1,"""/ci2 4 ありがとうマイフレンド！<br>僕もカトリーヌも、そしてカトリさんも<br>おかげさまで無事だよ！"""
Failure#1,"""/mn5 カトリーヌの実力を引き出せないなんて<br>僕は、サモナーとして失格だね……<br>すまない、マイフレンド……"""
Dead#1,"""/mn7 すまない、マイフレンド。<br>これが、今の僕たちの限界みたいだ……<br>あとは任せても、いいかな……？"""
BuddyDead#1,"""おっと、大丈夫かい？<br>仕方ない、マイフレンド！<br>ここは僕たちで何とかしよう！"""
