Begin#0,"""開始5008"""
Success#0,"""成功5008"""
Failure#0,"""失敗5008"""
Dead#0,"""自己死亡5008"""
BuddyDead#0,"""對手死亡5008"""
Evolution#0,"""連線5008"""
Begin#1,"""/mn38 /ci2 2 呵呵呵，蛋糕屋。<br>蛋糕屋吶。不要那麼怕快點出來吧。"""
Success#1,"""/mn17 /ci2 2 啊啦啊啦，已經結束了麼？<br>真無聊呢，感覺真沒勁。<br>所以，來找找下個獵物吧。"""
Failure#1,"""/ci2 2 雖說想吃吃看蛋糕<br>卻沒辦法很順利的進行呢。<br>嘛，隨便啦。"""
Dead#1,"""/ci4 1 莉莎，有點支持不住了<br>先在這附近休息囉。"""
BuddyDead#1,"""/ci4 2 蛋糕……？ 啊啊，說到這個<br>說到這個確實是吶。<br>莉莎，忘得一乾二淨了哦。"""
Evolution#1,"""/ci2 2 喔呀喔呀啊啦啊啦還有還有很多<br>跑出來了的樣子哦？"""
Begin#2,"""/ci2 2 <%me>さん<br>殲滅はリサの得意分野ですから<br>ここリサにお任せくださいねえ？"""
Success#2,"""/ci2 5 さて、このあたりはリサたちが<br>任されましたので、あなたは<br>先に進んでくださいねえ。"""
Failure#2,"""エネミーを殺すのは好きですけど<br>仲間を殺されるのは嫌いなんですよお。<br>そうならないうちに帰りますねえ。"""
Dead#2,"""おや、リサにこんなことして<br>ただで済むと思っているんですかねえ？"""
BuddyDead#2,"""フーリエさん。<br>自分で望んで来たのですから<br>ちゃんと生きて帰りましょうねえ？"""
