Begin#0,"""開始5151"""
Success#0,"""成功5151"""
Failure#0,"""失敗5151"""
Dead#0,"""自分死亡5151"""
BuddyDead#0,"""相手死亡5151"""
Evolution#0,"""発展5151"""
Begin#1,"""/ci2 1 話している暇があるなら、敵を倒せ。<br>さてカトリが言うように、苦戦中だ。<br>手伝ってくれると助かる。"""
Success#1,"""/ci2 1 実力不足を実感してるなら、話は早い。<br>特訓を再開するとしよう。<br>それではな、協力に感謝する。"""
Failure#1,"""/ci5 3 ここまで、歯がたたないとはな……<br>悔しさは残るが、引き際も重要だ。<br>一度退いて、体勢を立て直すとしよう。"""
Dead#1,"""……予想以上に損傷が大きい。<br>無念だ……"""
BuddyDead#1,"""まったく、世話がやける。<br>仕方あるまい。<br>ここは二人で何とかするぞ。"""
Begin#2,"""/ci1 2 微力ながら協力させてもらう。<br>露払いぐらいは出来るはずだ。"""
Success#2,"""/ci1 4 この一帯は、私達が引き受ける。<br>お前は先に進め。"""
Failure#2,"""どうかカトリを許してほしい。<br>彼女は精一杯お前の力に<br>なろうとしただけだ。"""
Dead#2,"""油断が過ぎたか……"""
BuddyDead#2,"""それがお前の実力ということだ。<br>いいからさっさと起き上がれ。"""
Begin#3,"""/ci1 2 妄想するのは大いに勝手だが<br>今は目の前の敵に集中しろ。<br>悪いが、お前も手伝ってはくれないか？"""
Success#3,"""/ci1 2 妄想は後だ、任務を続けるぞ。<br>迷惑をかけたな。<br>カトリに構わず、任務を続けてくれ。"""
Failure#3,"""/ci1 2 油断しすぎたようだな。<br>すまないが、私の力不足だ。<br>一度、撤退させてもらおう。"""
Dead#3,"""/mn13 く……油断しすぎてしまった。<br>すまない、手間をかけるが<br>カトリの面倒を頼む……"""
BuddyDead#3,"""/mn11 ……すまない、迷惑をかけるが<br>私達だけで倒すとしよう。<br>カトリには、後で特訓させておく。"""
