un_025170_0010#0,"""อืมม Xiao คุงน่ะ<br>ก่อนหน้านี้ เคยพูดว่า ARKS ก็คือ<br>ตัวตนที่ Photoner สร้างขึ้นมาใช่รึเปล่า"""
un_025170_0020#0,"""Photoner น่ะ ทำไมถึงได้<br>สร้าง ARKS ขึ้นมาเหรอ?"""
un_025170_0030#0,"""Photoner ก็ใช้ Photon ได้อยู่แล้วใช่มั้ยล่ะ<br>ถ้าอย่างนั้นแล้ว ทำไมถึงยังอุตส่าห์จำเป็น<br>ที่จะต้องสร้าง ARKS ขึ้นมาอีกล่ะ"""
un_025170_0040#0,"""......เธอนี่น่ากลัวจริงๆ นะ ที่พูดเรื่องสำคัญๆ<br>ด้วยท่าทางเหมือนกับคุยเรื่องสัพเพเหระแบบนั้น"""
un_025170_0050#0,"""โอ๊ะ นั่น ชั้นถูกชมใช่รึเปล่านะ?"""
un_025170_0060#0,"""ผมล่ะอึ้งกับความคิดที่ไม่รู้จัก<br>เกรงกลัวของคุณจริงๆ"""
un_025170_0070#0,"""เอาเถอะ คำตอบนั้นก็ง่ายมาก<br>นั่นก็เพราะว่า Photoner นั้นใช้ Photon ไม่ได้แล้ว<br>จึงได้สร้าง ARKS ขึ้นมาแทนยังไงล่ะ"""
un_025170_0080#0,"""ใช้ Photon ไม่ได้แล้ว?"""
un_025170_0090#0,"""ใช่ ใช้ไม่ได้แล้ว Photoner น่ะ <br>ได้ต่อสู้กับ [Unfathomable Darkness] <br>และก็ได้ผนึกมันจนได้สำเร็จ"""
un_025170_0100#0,"""เพียงแต่ว่า สิ่งแลกเปลี่ยนก็คือ Photoner นั้น<br>ได้สูญเสียพลังในการใช้ Photon ไป<br>สูญเสียพลังในการต่อต้าน D-arkers ไป"""
un_025170_0110#0,"""เพราะฉะนั้น ถึงได้สร้าง ARKS ขึ้นมา<br>เพื่อที่จะได้ให้ต่อสู้กับ D-arkers แทนตนเอง"""
un_025170_0120#0,"""แต่ก็นะ ด้วยการที่ตัว ARKS เอง<br>เกือบจะถูก Luther เข้ายึดครอง <br>แม้ว่าเราจะหยุดเค้าได้ แต่ระบบก็ถูกทำลายไป"""
un_025170_0130#0,"""ดังนั้น ตอนนี้ก็เลยสับสนมั่วซั่วกันอยู่ยังไงล่ะ<br>จะเข้าใจรึเปล่านะ?"""
un_025170_0140#0,"""ฮื้ม...... ถ้า ARKS เป็นมนุษย์เทียม<br>ที่ Photoner สร้างขึ้นมาล่ะก็<br>ยังงั้นชั้นเองก็เป็นเหมือนพวกโคลนน่ะเหรอ?"""
un_025170_0150#0,"""เปล่า ไม่ใช่หรอก<br>พวกเธอน่ะมีพ่อและแม่ของพวกเธออยู่"""
un_025170_0160#0,"""ที่ Photonerสร้างออกมาจากหลอดทดลองน่ะ<br>ก็มีแค่ ARKS รุ่นแรกของแรกสุดเท่านั้นแหละ<br>......แต่แน่นอนว่าพวกยกเว้นก็มีอยู่เหมือนกันนะ"""
un_025170_0170#0,"""อืมม ไม่ค่อยเข้าใจเลยอ่ะ......<br>ชั้นคิดว่าถ้าสร้างขึ้นมามันทั้งหมดเลย<br>มันจะควบคุมได้ง่ายกว่าไม่ใช่เหรอ?"""
un_025170_0180#0,"""......เธอนี่ ไม่แน่ว่าอาจจะเป็นผู้ที่<br>ยอมรับความจริงยิ่งกว่าผมซะอีกนะ<br>เป็นวิธีคิดแบบแนวทางการเมืองจริงๆ"""
un_025170_0190#0,"""......กลับเข้าเรื่องต่อ ผมคิดว่า<br>ทั้ง Photoner  ทั้ง Luther เอง<br>ต่างก็คาดหวังการกลายพันธุ์อยู่น่ะ"""
un_025170_0200#0,"""การกลายพันธุ์?"""
un_025170_0210#0,"""ใช่แล้ว พวกเค้ากำลังรอการถือกำเนิดของ ARKS ที่เป็น<br>เหมือนกับกลุ่มก้อนของพรสวรรค์ที่นานๆ ทีจะเกิดขึ้น<br>ซักครั้งอยู่ Huey หรือ Theodor นั้นนับเป็นตัวอย่างที่ดีเลย"""
un_025170_0220#0,"""ทว่า บางทีก็มีเด็กที่ทั้งๆ ที่เป็น Newman แท้ๆ <br>แต่กลับไม่มีพรสวรรค์ที่จะใช้ Photon เลย<br>ถือกำเนิดขึ้นมาเหมือนกัน"""
un_025170_0230#0,"""อ๊ะ เมื่อกี้มองมาทางชั้นใช่รึเปล่า<br>พูดจาโหดร้ายจังเลยอ่ะ"""
un_025170_0240#0,"""แต่ว่า ถ้าดูตามจริงแล้วก็สามารถพูดได้ว่า<br>นั่นเป็นการกลายพันธุ์เช่นกัน"""
un_025170_0250#0,"""นั่นคือสิ่งที่ไม่น่าจะเกิดขึ้นมาได้จากสิ่งที่สอดคล้องกัน<br>พูดได้ว่ามันคือความลึกลับของธรรมชาติเลยล่ะ"""
un_025170_0010#1,"""うーん、シャオくんさあ<br>この前、アークスはフォトナーに<br>作られた存在だ、って言ったじゃない。"""
un_025170_0020#1,"""フォトナーは、どうして<br>アークスを作ったの？"""
un_025170_0030#1,"""フォトナーはフォトン使えたわけでしょ。<br>だったらわざわざアークスを作る必要<br>ないと思うんだけど。"""
un_025170_0040#1,"""……君は、雑談的なスタンスで<br>本質を突いてくるから怖いね。"""
un_025170_0050#1,"""おやっ、珍しく褒められたのかな？"""
un_025170_0060#1,"""怖い物知らずなその発想に<br>呆れてるんだよ。"""
un_025170_0070#1,"""まあ、答えは簡単。<br>フォトナーはフォトンを使えなくなり<br>代わりにアークスを作った、ってわけ。"""
un_025170_0080#1,"""フォトンを、使えなくなった？"""
un_025170_0090#1,"""そう、使えなくなったんだ。<br>フォトナーは【深遠なる闇】と戦い<br>なんとか封印することに成功した。"""
un_025170_0100#1,"""ただし、その代償として<br>フォトナーはフォトンを扱う力を喪失。<br>ダーカーへの対抗策を失った。"""
un_025170_0110#1,"""だから、アークスを作ったんだ。<br>ダーカーと代わりに戦わせるために。"""
un_025170_0120#1,"""まあ、そこからアークス自体が<br>ルーサーに乗っ取られそうになったり<br>したけれども、それも何とか撃破。"""
un_025170_0130#1,"""そして今、てんやわんや、ってわけさ。<br>ご理解いただけたかな？"""
un_025170_0140#1,"""ふうん……アークスがフォトナーに<br>作り出された人工生命体ってことは<br>わたしもクローンみたいなものなの？"""
un_025170_0150#1,"""いいや、違うよ。<br>君たちには君たちの父や母がいる。"""
un_025170_0160#1,"""フォトナーが試験管から作り出した<br>アークスは、最初の最初だけさ。<br>……もちろん、例外はあるけどね。"""
un_025170_0170#1,"""うーん、わっかんないなぁ……<br>生産から何から全て管理した方が<br>手っ取り早いと思うんだけど？"""
un_025170_0180#1,"""……君、もしかしたらぼく以上に<br>リアリストなのかもしれないね。<br>ほんと、政治向きの思考してるよ。"""
un_025170_0190#1,"""……閑話休題。<br>フォトナーも、ルーサーも<br>突然変異に期待してたんだと思うよ。"""
un_025170_0200#1,"""突然変異？"""
un_025170_0210#1,"""そう。稀に発生する才能の塊みたいな<br>アークスの誕生を待ってたんだ。<br>ヒューイやテオドールがいい例だね。"""
un_025170_0220#1,"""もっとも、ニューマンなのに<br>フォトンを扱う才能がまったくない子も<br>生まれてきちゃったりするけどさ。"""
un_025170_0230#1,"""あ、こっち見たでしょ。<br>ひっどい言われようだなあ。"""
un_025170_0240#1,"""でも、それだって見ようによっては<br>突然変異と言えるんだよ。"""
un_025170_0250#1,"""それは、コーディネートしたものからは<br>決して生まれてこない、自然の神秘さ。"""
