st_013620_0001#0,"""A.P.238/4/9/11:30"""
st_013620_0010#0,"""森林區域就到這邊了喔。<br>看來是中間休息的空間，<br>我們也歇一下吧。"""
st_013620_0020#0,"""不過，看你的身手<br>應該也不太需要休息吧。"""
st_013620_0030#0,"""每次見到你，<br>身手就越來越洗練。<br>說真的，很羨慕你的成長速度。"""
st_013620_0040#0,"""熟極而流的舉止......<br>可說是重複過無數遍的<br>固執訓練成果吧。"""
st_013620_0050#0,"""雖然不清楚要重複多少回<br>才能在這短期間<br>提升如此實力......"""
st_013620_0060#0,"""啊，不好意思。<br>這樣聽起來好像是在<br>責備你一樣。"""
st_013620_0070#0,"""強並不是壞事。<br>只要不得意忘形、不踰矩，<br>就一定是好的。"""
st_013620_0080#0,"""哈－－哈哈哈！<br>各位參賽者，辛苦咯！<br>大家玩得夠開心吧！"""
st_013620_0090#0,"""嗚嗚，我也想參加啦......"""
st_013620_0100#0,"""......嗯嗯？<br>什麼，要叫我報到？"""
st_013620_0110#0,"""通訊線路給我切掉！<br>咳咳......我們回到正題<br>報告一下中途經過！"""
st_013620_0120#0,"""......目前成績最佳者是<br><%me>與<br>獵人莎拉的搭檔麼！"""
st_013620_0130#0,"""啊，什麼啦？<br>什麼！　需要我出力的事情！？<br>而且是瑪麗亞直接指名麼！"""
st_013620_0140#0,"""獵人歐薩與<br>以及搭檔的法師瑪露也<br>非常的努力！"""
st_013620_0150#0,"""好，知道了，包在我身上！<br>馬上就到！　我會趕到的！"""
st_013620_0160#0,"""話說回來，各位的成績非常接近！<br>形成激烈的拉鋸戰！<br>暫居首位的隨時可能會被拉下馬！"""
st_013620_0170#0,"""看來是找到了<br>更有趣的東西咯，克拉麗莎！<br>立刻出擊！"""
st_013620_0180#0,"""好了，接下來的後半場戰鬥......<br>喂喂喂喂！"""
st_013620_0190#0,"""克拉莉絲克蕾絲！<br>妳硬要插手主辦不說<br>現在還想中途落跑啊！"""
st_013620_0200#0,"""煩啦，不過能夠有趣就好！<br>期待各位繼續創造佳績！<br>以上！"""
st_013620_0210#0,"""......那個呆瓜<br>看來是給我消失了呢。<br>這麼一來就不用中途脫逃了......"""
st_013620_0220#0,"""嗯？　啊，不好意思。<br>是我這邊的事情，別在意。"""
st_013620_0230#0,"""話說回來，我們好像佔上風呢，<br>那就繼續領先到終點吧。"""
