un_054010_0001#0,"""A.P.241/10/21"""
un_054010_0010#0,"""……っ！<br>ゲッテムハルト様！？"""
un_054010_0020#0,"""あ、<%me>……様？<br>……いえ、すみません<br>何でもありません。"""
un_054010_0030#0,"""何故か、<%me>様の<br>姿が一瞬、ゲッテムハルト様のように<br>見えて……気にしないでください。"""
un_054010_0040#0,"""……オイ。<br>余計なことを言うんじゃねえぞ。"""
un_054010_0050#0,"""あの……<%me>様。<br>どうかされましたか？"""
un_054010_0060#0,"""ゲッテムハルトに会いたい？"""
un_054010_0070#0,"""……何でもない"""
un_054010_0080#0,"""……はい。<br>それが、叶う願いならば。"""
un_054010_0090#0,"""……気をつかっていただいて<br>ありがとうございます。<br>大丈夫、ふと思っただけですので。"""
un_054010_0100#0,"""もし、もしもゲッテムハルト様に<br>もう一度会えることがあったなら……"""
un_054010_0110#0,"""私が姉に……メルフォンシーナに<br>扮していたからこそ言えなかったこと。<br>それを伝えたいとは、思います。"""
un_054010_0120#0,"""次にお会いできたその時こそは<br>私として……メルランディアとして<br>お話しできると思うので。"""
un_054010_0130#0,"""……いえ、たぶん駄目でしょうね。<br>いざ会えたら、緊張のあまりに<br>何も喋ることができなさそうです。"""
un_054010_0140#0,"""もう会えないってわかってるからこそ<br>決まる覚悟も、あるんだと思います。<br>私のは、まさにそれです。"""
un_054010_0150#0,"""夢は夢であるからこそ、焦がれるもの。<br>それを支えに、今を生きるだけです。"""
un_054010_0160#0,"""あの方の最後に残してくれた言葉。<br>私はそれを覚えているので……<br>少し寂しいですけど、大丈夫です。"""
un_054010_0170#0,"""あ、すみません。<br>どうしてこんな話をしたんでしょう。<br>……なんだか、急に懐かしくなって。"""
un_054010_0180#0,"""長々とすみませんでした。<br>それでは、また。"""
un_054010_0190#0,"""……チッ。<br>めんどくせえもん見せやがって。<br>お節介のつもりか、あァ？"""
