st_065040_0001#0,"""A.P.242/3/31/11:00"""
st_065040_0010#0,"""ここ……マザーシップの中……？<br>わたしたちの知ってるのと全然違う。"""
st_065040_0020#0,"""今、内部の状況をスキャンしていますが<br>かなり構造が変化しているようです。"""
st_065040_0030#0,"""人の住処を許可もなく改造とは<br>本当に好き勝手してくれるよ。"""
st_065040_0040#0,"""構造にこそ変化はありますが<br>強大な反応の場所については<br>つかめています。"""
st_065040_0050#0,"""……それって中枢部、だよね。"""
st_065040_0060#0,"""その通り。<br>悠然と構えて然るべしと言わんばかりに<br>慌てた様子も、動く気配もない。"""
st_065040_0070#0,"""しかし、結界下においてなお<br>シバの力は増大傾向にある。"""
st_065040_0080#0,"""あるいは君たちを迎え撃つために<br>力を溜めているのかもしれない。<br>なるべく急いで中枢へ向かってくれ。"""
st_065040_0090#0,"""ただ、道中にはフォトナーの手勢が<br>多数配置されているようです。<br>……流石に抜かりないですね。"""
st_065040_0100#0,"""君たちとは別に突入成功した<br>アークスたちも援護に向かっている。"""
st_065040_0110#0,"""露払いは彼らに任せて<br>君たちは中枢を目指すんだ。<br>……二人とも。頼んだよ。"""
skit01#0,"""\\Test"""
skit02#0,"""￥仮テキスト"""
