un_055010_0001#0,"""A.P.241/11/8"""
un_055010_0010#0,"""くんくん……くんくん……"""
un_055010_0020#0,"""アウロラ、いい加減にしなさいよ<br>あんた、仮にも美の女神を<br>名乗ってたんでしょ。"""
un_055010_0030#0,"""気になるんだからしょうがないでしょ。<br>それに、過ぎた過去にしがみつくような<br>オンナじゃないの、アタシは。"""
un_055010_0040#0,"""……どの口が言うんだか。"""
un_055010_0050#0,"""お二人とも、何をされてるんですか？<br>一言でいって不気味なんですけども。"""
un_055010_0060#0,"""この、元美の女神様が<br>何かを感じ取って挙動不審なのよ。<br>心当たりとか、ない？"""
un_055010_0070#0,"""心当たり、と言われましても……"""
un_055010_0080#0,"""ん？\u3000あっ、わかった！<br>アナタからよ、<%me>！<br>アナタからヘンな香りがする！"""
un_055010_0090#0,"""<%me>さんから？<br>別に、変な香りの成分とかは<br>検出されていませんけど……？"""
un_055010_0100#0,"""ちゃんと検査してる？<br>ぜーったい何かあるわよ。<br>女の勘は良く当たるんだから。"""
un_055010_0110#0,"""……結局、勘なんじゃない。<br>具体的にどういう感覚なのよ。"""
un_055010_0120#0,"""ええっとぉ……<br>懐かしくて、怖い？"""
un_055010_0130#0,"""は？<br>香りとほとんど無関係じゃない。"""
un_055010_0140#0,"""ユクちゃんうるさい！<br>感じたままを言うとそうなのよ！"""
un_055010_0150#0,"""感覚の問題ならあちこちの香りを<br>辿っていく必要もないでしょ。<br>あの恥ずかしい行為は何なのよ。"""
un_055010_0160#0,"""あ、あれは……なんかああした方が<br>いろいろ感じ取りやすいのよ！"""
un_055010_0170#0,"""ねえアウロラ。<br>美の女神の「美」って字<br>実は「鼻」って書いたりすんの？"""
un_055010_0180#0,"""うわ言った！\u3000ついに言った！<br>言っちゃダメなつまんないこと！"""
un_055010_0190#0,"""アウロラさんが、懐かしくて<br>怖いって思う、何か……"""
un_055010_0200#0,"""フォトナー関係？"""
un_055010_0210#0,"""ダークファルス関係？"""
un_055010_0220#0,"""その可能性もありますし<br>ダークファルスに関係するもの<br>という可能性も捨てきれないです。"""
un_055010_0230#0,"""はい、それもありますし<br>アウロラさんに関係してるとなると<br>フォトナー、という線もあります。"""
un_055010_0240#0,"""アウロラさん自体が、フォトンが<br>形取ったようなものですし……<br>向こうの世界とも関係ありそうですね。"""
