name01#0,"""???"""
name02#0,"""???"""
name01#1,"""？？？"""
name02#1,"""？？？"""
un_011580_0010#0,"""ว่าไงๆๆ!<br>ARKS ที่พึ่งมาใหม่คนนั้นนะ!<br>เจ้านั่นแหละ! ใช่ เจ้านั่นแหละ!"""
un_011580_0020#0,"""ที่พูดก่อนหน้านี้? พูดเรื่องอะไรนะ?<br>ช่างเถอะ ได้มาเจอในที่แบบนี้บังเอิญจังนะ!<br>ต้องเป็นชะตากรรมแน่ๆ เลย"""
un_011580_0030#0,"""การที่ท่านเป็น ARKS ก็เพราะชะตากรรม!<br>จำนวน D-arkers ที่เพิ่มขึ้นก็เป็นชะตากรรม!<br>จำนวนคนที่หายสาบสูญที่เพิ่มขึ้นก็เป็นชะตากรรม!"""
un_011580_0040#0,"""....อืม ชะตากรรมแบบนี้ไม่ควรปล่อย<br>ให้มันเกิดขึ้นต่อไป<br>เราต้องจัดการด้วยตัวของเราเอง!"""
un_011580_0050#0,"""หึๆ! มีกลิ่น Photon ร้องขอความช่วยเหลือจาก<br>ที่ไหนซักแห่ง! ถ้างั้น ไว้เจอกันใหม่นะ!"""
un_011580_0010#1,"""やあやあやあやあ！<br>そこな行き交うアークス君！<br>というか君か！\u3000やあ、君！"""
un_011580_0020#1,"""この前の反省？\u3000何の話？<br>しかしまあ、こんなところで会うとは<br>奇遇だな！\u3000いわば運命だな！"""
un_011580_0030#1,"""君がアークスになったのも運命！<br>ダーカーが増え始めたのも運命！<br>妙な失踪報告が増え始めたのも運命！"""
un_011580_0040#1,"""……むむう、イヤな運命が続くな。<br>偶然が続けば必然とはよく言うが<br>いやいやまさかそんなそんな！"""
un_011580_0050#1,"""むむっ！\u3000どこからか<br>助けを呼ぶようなフォトンの香り！<br>それでは、また会おう！"""
