st_046070_0001#0,"""A.D.2028/4/21/18:00"""
st_046070_0010#0,"""あれ……ここ、学校だ……<br>どうしてわたし、こんなところに……？"""
st_046070_0020#0,"""……ううん、なにもおかしくないか。<br>だってわたし、高校生だもんね。<br>ここの生徒だもんね。いて当然だよね。"""
st_046070_0030#0,"""でも、なんでだろう……<br>なんだかとっても懐かしくて……<br>なんだかとっても、寂しい気がする。"""
st_046070_0040#0,"""……ね、ヒツギちゃん。<br>ヒツギちゃんも、そう思わない？"""
st_046070_0050#0,"""……あれ？\u3000ヒツギちゃん？"""
st_046070_0060#0,"""……ああ、そうか。<br>マザーのお願いで<br>ここに来てるんだったっけ。"""
st_046070_0070#0,"""ああ、そうだ、そうだ。<br>ここで暴れれば、ヒツギちゃんは<br>必ず来るからって、言われて……"""
st_046070_0080#0,"""この学校は、わたしとヒツギちゃんの日常。<br>わたしたちの帰る場所だから……<br>きっと、守りに来るはずだから……"""
st_046070_0090#0,"""わたしが……壊して……？"""
st_046070_0100#0,"""わたしが、壊すの？<br>……ヒツギちゃんと、わたしの日常を<br>わたしが、壊しちゃうのは……なんで？"""
st_046070_0110#0,"""ヒツギちゃんを取り戻すため？<br>ヒツギちゃんを助けるため？<br>それなのに……帰る場所を、壊すの？"""
st_046070_0120#0,"""……なんで、なんでなんでなんでなんで！？<br>だめだよ、そんなのだめだよ、コオリ！<br>なにを言ってるの、わたしは！"""
st_046070_0130#0,"""ここは……わたしと、ヒツギちゃんの<br>思い出の場所、なんだよ……！？"""
st_046070_0140#0,"""一緒に勉強して、一緒に運動して<br>一緒に笑って、一緒に怒って、一緒に泣いて<br>……ずっと一緒にいた、場所なんだよ？"""
st_046070_0145#0,"""……ッ！"""
st_046070_0150#0,"""はあっ、はあっ、はっはっ、はあっ……！<br>……ダメ、だよ！\u3000絶対に、そんなのダメ！"""
st_046070_0160#0,"""ここは……この学校は……<br>わたしとヒツギちゃんの居場所なんだ！<br>……絶対に、壊させたり、しないんだから！"""
st_046070_0170#0,"""っ！！"""
st_046070_0180#0,"""……ヒツギちゃん！"""
st_046070_0190#0,"""コオリ、話はあとよ！<br>まずはこいつらを片付けて<br>あたしたちの学校を守る！\u3000いいわね！？"""
st_046070_0200#0,"""……うん！\u3000うん、うんっ！"""
skit01#0,"""My Best Friend"""
skit02#0,"""想いのかたち"""
