name01#0,"""？？？"""
mv_010010_0010#0,"""『オラクル』<br>それは、惑星間を自由に旅する巨大な船団だ。"""
mv_010010_0020#0,"""その誕生と共に、外宇宙への進出が可能となり、新たな歴史は始まった。"""
mv_010010_0030#0,"""そして今や、我々の活動範囲は数多の銀河に渡る。"""
mv_010010_0040#0,"""行く先々で見つかった、未知の惑星には『オラクル』内で編成された部隊……"""
mv_010010_0050#0,"""『アークス』が、惑星に降下し、調査を行う。"""
mv_010010_0060#0,"""『アークス』は、『オラクル』に存在する四種族からなる。"""
mv_010010_0070#0,"""バランスに秀でたヒューマン"""
mv_010010_0080#0,"""フォトンの扱いに長けたニューマン"""
mv_010010_0090#0,"""屈強な身体を持つキャスト"""
mv_010010_0095#0,"""高い攻撃力を誇るデューマン"""
mv_010010_0100#0,"""それぞれが補い合い、協力する事で、我々『アークス』が成り立っているのだ。"""
mv_010010_0110#0,"""……到着したようだな。"""
mv_010010_0120#0,"""これより向かう惑星はナベリウス。"""
mv_010010_0130#0,"""文明は存在せず、原生生物は凶暴だ。決して油断はするな。"""
mv_010010_0140#0,"""健闘を祈る。"""
