name01#0,"""Hilda"""
name01#1,"""ヒルダ"""
11_voice_navi02_113#0,"""เอาล่ะ มุ่งหน้าไปต่อเลย"""
linewindow#0,"""เกี่ยวกับ [การเก็บไอเทม]"""
text00#0,"""เกี่ยวกับ [การเก็บไอเทม]"""
text01#0,"""Tutorial: อธิบายเกี่ยวกับการ [Accessing Device]<br><br>สำหรับ Message Pack หรือ Rejuve Station<br>ที่ท่านสามารถ Access ได้นั้น จะปรากฏสัญลักษณ์ Access อยู่<br><br>ซึ่งท่านสามารถทำการ Access ได้โดยการกดปุ่ม <%Access>"""
text02#0,"""Tutorial: อธิบายเกี่ยวกับ [การเก็บไอเทม]<br><br>เมื่อท่านทำลาย Container ก็จะมีไอเทมต่างๆ ดรอปออกมา <br>ซึ่งท่านสามารถเก็บไอเทมเหล่านั้นได้โดยการกด <%Access><br>และหากกดปุ่ม <%Access> ค้างก็จะสามารถเก็บไอเทมแบบต่อเนื่องได้<br><br>ไอเทมที่ดรอปจะเป็นไอเทมสำหรับผู้เล่นคนนั้นๆ <br>ท่านสามารถเก็บไอเทมที่ท่านเห็นได้ทั้งหมด<br>โดยไม่ต้องกังวลว่าคนอื่นจะไม่ได้ไอเทม"""
11_voice_navi02_113#1,"""では先に進め。"""
linewindow#1,"""<br>『アイテムの取得』について<br>"""
text00#1,"""『アイテムの取得』について"""
text01#1,"""チュートリアル<br>『アクセス』について説明します。<br><br>メッセージパックや回復装置など<br>アクセス可能な対象物には、アクセスマークが表示されます。<br><br><%Access>を押すことで、対象にアクセスできます。"""
text02#1,"""チュートリアル<br>『アイテムの取得』について説明します。<br><br>コンテナを破壊するとアイテムがドロップします。<br>ドロップしたアイテムは<%Access>で入手できます。<br><%Access>を長押しすると、連続でアイテムを拾うことも可能です。<br><br>ドロップしたアイテムはそれぞれのプレイヤーのものです。<br>他のプレイヤーに気兼ねせず、取得しましょう。"""
