st_013520_0001#0,"""A.P.238/4/9/11:30"""
st_013520_0010#0,"""唉呀，真是厲害耶！<br>和你一起這樣戰鬥下來<br>真的能體會到你有多強了！"""
st_013520_0020#0,"""果然人家的眼光<br>就是很準！"""
st_013520_0030#0,"""看妳志得意滿的樣子，<br>最早判斷他很強的可是我呢。<br>不要搶人家的功勞。"""
st_013520_0040#0,"""不過，的確如琶提所言，<br>沒親眼看過還真的不知道，<br>應該說是超乎想像呢。"""
st_013520_0050#0,"""該怎麼說呢，以前還沒有<br>這麼具壓倒性的感覺呢。"""
st_013520_0060#0,"""表示成長的很快啊。<br>表情也像是久經戰爭的勇士呢！<br>好棒喔，好帥喔～～！"""
st_013520_0070#0,"""哈－－哈哈哈！<br>各位參賽者，辛苦咯！<br>大家玩得夠開心吧！"""
st_013520_0080#0,"""喂，修伊......修伊！<br>這個我也要參加啦！<br>我不能參加喔！"""
st_013520_0090#0,"""你可是大會執行端耶......<br>咳咳......我們回到正題<br>報告一下中途經過！"""
st_013520_0100#0,"""......目前成績最佳者是<br>獵人歐薩與<br>以及他的搭檔法師瑪露！"""
st_013520_0110#0,"""嗯？　那是誰？"""
st_013520_0120#0,"""<%me>和我<br>連傳聞甚囂塵上的包打聽姐妹團隊也是<br>非常的努力！"""
st_013520_0130#0,"""啊，我好像<br>聽過這個名字......<br>又好像沒印象耶......"""
st_013520_0140#0,"""話說回來，各位的成績非常接近！<br>形成激烈的拉鋸戰！<br>暫居首位的隨時可能會被拉下馬！"""
st_013520_0150#0,"""我說修伊啊。<br>照著劇本唸......<br>幹嘛哩？　這樣有趣麼？"""
st_013520_0160#0,"""好，接下來的後半場戰鬥<br>期待各位繼續創造佳績！<br>以上！"""
st_013520_0170#0,"""......喏，克拉莉絲克蕾絲。<br>這是各參賽者的資料，<br>日後會有用的，有空先看看吧？"""
st_013520_0180#0,"""唔哇？　聽到了麼提雅，聽到了麼？！<br>傳聞甚囂塵上的包打聽姐妹耶！<br>我們已經變成傳說了耶！"""
st_013520_0190#0,"""是是是，不要亂高興。<br>又不是直接把名字講出來。<br>真受不了你。"""
