name01#0,"""???"""
name02#0,"""???"""
name01#1,"""？？？"""
name02#1,"""？？？"""
un_010940_0010#0,"""ว่าไง ท่านเองรึ<br>หวังว่าท่านยังคงต่อสู้กับพวก<br>D-arkers อย่างดีเยี่ยมอยู่นะ"""
un_010940_0020#0,"""เพราะถ้าท่านละสายตาจากมันไปแป๊ปเดียว<br>มันจะไปครอบงำพวกสิ่งมีชีวิตพื้นเมืองทันที<br>และท่านก็จะมีศัตรูเพิ่มขึ้นอีกตัว"""
un_010940_0030#0,"""นั่นเป็นหน้าที่ของ ARKS ที่ต้องหยุดยั้ง<br>ไม่ให้มันเกิดขึ้นแต่ถ้าหากพลาดไปแล้ว <br>มันก็ไม่มีทางอื่นอีกแม้จะดูโหดร้าย <br>แต่ท่านก็ต้องกำจัดมัน"""
un_010940_0040#0,"""มันเป็นเรื่องที่ยาก ข้าเองก็รู้สึก<br>เหมือนกันในช่วงแรกที่ต้องกำจัด<br>สิ่งมีชีวิตที่ไม่ได้มีความผิดอะไร"""
un_010940_0050#0,"""ในตอนที่ข้ากำลังสับสนนั้น<br>ก็มีชายคนหนึ่งบอกกับข้าว่า<br>[พวกเราแค่ปลดปล่อยพวกเขาเท่านั้น]"""
un_010940_0060#0,""".........................."""
un_010940_0010#1,"""やあ、君か。<br>常に緊張感を持つのを忘れないように。<br>特にダーカーとの戦いは油断禁物だぞ。"""
un_010940_0020#1,"""ダーカーを放置しておけば<br>フォトンを扱う力を持たない原生など<br>すぐに侵食され、尖兵とされてしまう。"""
un_010940_0030#1,"""それを未然に防ぐのもアークスの役目。<br>残酷だが、侵食された原生を倒すのも<br>また然り、だ。"""
un_010940_0040#1,"""私も若いころは躊躇った。<br>侵食を受けているとはいえ、原生の姿を<br>した生物を倒すことに呵責もあった。"""
un_010940_0050#1,"""だが、躊躇う私に向かって<br>あの男は言ったのだ。<br>「我々が救ってやらねば……"""
un_010940_0060#1,"""…………"""
