Begin#0,"""開始5244"""
Success#0,"""成功5244"""
Failure#0,"""失敗5244"""
Dead#0,"""自分死亡5244"""
BuddyDead#0,"""相手死亡5244"""
Evolution#0,"""発展5244"""
Begin#1,"""/mn24 /ci2 2 ちょ、ちょっと、パティちゃん！<br>恥ずかしいから止めて！<br>それ自分で言う台詞じゃ無い！"""
Success#1,"""/mn6 /ci2 2 t5 色が違うし、新技とか使ってないから！<br>子供たちにプレゼントの準備してて……<br>うちのバカ姉がホント、すみません。"""
Failure#1,"""/mn13 あーもう、これじゃ手伝いじゃなくて<br>邪魔しに来たのと変わらないよ……<br>それに楽しむのは子供たち！"""
Dead#1,"""/mn5 あぁ、目の前が真っ白に……<br>寒いからかな？\u3000恥ずかしいからかな？<br>プレゼントを用意しなきゃ……"""
BuddyDead#1,"""/mn11 もう、パティちゃん気を緩めすぎ。<br>プレゼントを待ってる人が居るんだから<br>こっちで何とかするしかないか。"""
