st_052060_0001#0,"""A.P.241/9/27/10:00"""
st_052060_0010#0,"""嗯……比想像的還要混亂呢。"""
st_052060_0020#0,"""真的啊。<br>魔法什麼的、召喚什麼的，太亂來了。<br>真是非常不得了啊。"""
st_052060_0030#0,"""至少，我覺得不是這個世界的歷史。<br>歐米茄裏那種服裝和裝備，記錄中都沒有。"""
st_052060_0040#0,"""雖說情報太多了現在有點兒混亂，<br>但是對我們來說重要的只有兩點。"""
st_052060_0050#0,"""第一個，<br>可以從歐米茄那邊回來。"""
st_052060_0060#0,"""第二個，<br>可以把人送去歐米茄那邊。"""
st_052060_0070#0,"""有大家的協助的話，<br>雖然人數有限制，<br>但是不管什麼人都能送進去呢。"""
st_052060_0080#0,"""和你的波長相似的人們應該就可以。<br>第三世代……這樣的？"""
st_052060_0090#0,"""就算是第三世代，<br>能送的人好像也是有限制的。<br>這邊也還需要調整吶。"""
st_052060_0100#0,"""那個世界……歐米茄的行動<br>就交給你們了。"""
st_052060_0110#0,"""協助叫做哈莉艾特的人的話<br>也是瞭解歐米茄的好機會。<br>作爲守護輝士，也是不錯的選擇。"""
st_052060_0120#0,"""這麼說，目前我們的目標<br>就是協助哈莉艾特，<br>破壞分散在王國内的魔神城了吧。"""
st_052060_0125#0,"""爲了那個目的，破界塔的分析也完成了。<br>現場效法的話，<br>也能一模一樣地像那樣產生出來。"""
st_052060_0130#0,"""加油咯！"""
