11_voice_NPC_03_100#0,"""โอ๊ะ? ว่าไงจะปรึกษาเรื่องอะไร?<br>หืม แมวนั่นมันขอร้องให้เธอช่วยงั้นเหรอ"""
Kuro_01_020#0,"""เก่งจังนะเธอนี่<br>แล้ว มันขอร้องเธอมาว่าไงล่ะ?"""
Kuro_01_030#0,"""หืมม เจ้าแมวนั่นบอกให้มา<br>ถามเด็กหน้าตาน่ารักๆงั้นสินะ...<br>แล้ว มาหาชั้นทำไมเนี่ย?"""
Kuro_01_040#0,"""เด็กหน้าตาน่ารักๆ...เรอะ<br>เฮ้ย ชั้นเป็นผู้ชายทั้งแท่งนะเฟ้ย !<br>"""
Kuro_01_050#0,"""ปัดโธ่เว้ย ถ้าเจอเจ้าแมวนั่นคราวหน้า<br>ต้องสั่งสอนให้สำนึกซะหน่อยแล้ว !<br>ฝากไว้ก่อนเถอะ !"""
11_voice_NPC_03_100#1,"""おっ、何してんだ相棒？<br>へー、あのネコに頼まれごとか。"""
Kuro_01_020#1,"""よくやるなぁ、お前。<br>んで、一体何を頼まれたんだ？"""
Kuro_01_030#1,"""ふーん、カワイコちゃんたちに<br>あのネコの評判をねぇ…<br>で、何でオレの所に来てるんだ？"""
Kuro_01_040#1,"""カワイコちゃん……って<br>おいコラ！<br>オレは正真正銘、男だっつーの！"""
Kuro_01_050#1,"""くっそー！\u3000あのネコ今度見かけたら<br>ぜってー思い知らせてやるからな！<br>覚えてろっ！"""
11_voice_NPC_5003_101#0,"""โอ้ คู่หู มาได้จังหวะพอดีเลย"""
Afin_favs_before_020#0,"""มีของที่อยากให้พอดีน่ะ<br>เอ้านี่ไง เอาไปสิ"""
Afin_favs_before_030#0,"""ชั้นเก็บไว้ก็คงไม่ได้ใช้<br>ให้เธอดูจะมีประโยชน์มากกว่านะ"""
Afin_favs_after_010#0,"""ไม่ต้องขอบอกขอบใจอะไรหรอก<br>ก็เราเป็นเพื่อนซี้กันไม่ใช่เหรอ?"""
Afin_favs_after_020#0,"""ที่ผ่านมารบกวนไว้หลายเรื่อง <br>ตอบแทนแค่นี้อาจดูน้อยไปนิดนึงน่ะนะ <br>แหะๆๆ"""
11_voice_NPC_5003_101#1,"""おっ、相棒、いいタイミングだぜ。"""
Afin_favs_before_020#1,"""丁度渡したいもんがあったんだよ。<br>ほらこれ、やるよ。"""
Afin_favs_before_030#1,"""おれが持ってても使わないし<br>お前の方が役立ててくれそうだしな。"""
Afin_favs_after_010#1,"""礼とかそういうのはナシナシ。<br>おれと相棒の仲だろ？"""
Afin_favs_after_020#1,"""いっつも世話んなってばっかだから<br>このぐらいは、な。へへっ！"""
Afin_favs_present_010#0,"""Afin มอบ [Element Synthesizer] ให้กับท่าน"""
Afin_favs_present_020#0,"""Afin มอบ [Element Synthesizer] ให้กับท่าน"""
Afin_favs_present_030#0,"""Afin มอบ [Element Synthesizer] ให้กับท่าน"""
Afin_favs_present_040#0,"""Afin มอบ [One Point] ให้กับท่าน"""
Afin_favs_present_050#0,"""Afin มอบ [Element Synthesizer] ให้กับท่าน"""
Afin_favs_present_060#0,"""Afin มอบ [Element Synthesizer] ให้กับท่าน"""
Afin_favs_present_070#0,"""Afin มอบ [Element Synthesizer] ให้กับท่าน"""
Afin_favs_present_080#0,"""Afin มอบ [Homing Volley] ให้กับท่าน"""
Afin_favs_present_090#0,"""Afin มอบ [Element Synthesizer] ให้กับท่าน"""
Afin_favs_present_100#0,"""Afin มอบ [Element Synthesizer] ให้กับท่าน"""
Afin_favs_present_010#1,"""アフィンから『シンセサイザー』を受け取りました。"""
Afin_favs_present_020#1,"""アフィンから『シンセサイザー』を受け取りました。"""
Afin_favs_present_030#1,"""アフィンから『シンセサイザー』を受け取りました。"""
Afin_favs_present_040#1,"""アフィンから『ワンポイント』を受け取りました。"""
Afin_favs_present_050#1,"""アフィンから『シンセサイザー』を受け取りました。"""
Afin_favs_present_060#1,"""アフィンから『シンセサイザー』を受け取りました。"""
Afin_favs_present_070#1,"""アフィンから『シンセサイザー』を受け取りました。"""
Afin_favs_present_080#1,"""アフィンから『ホーミングエミッション』を受け取りました。"""
Afin_favs_present_090#1,"""アフィンから『シンセサイザー』を受け取りました。"""
Afin_favs_present_100#1,"""アフィンから『シンセサイザー』を受け取りました。"""
11_voice_NPC_5003_101#2,"""โห...ใหญ่โตอะไรขนาดนี้เนี่ย<br>คนละเรื่องกับที่เคยอยู่มาเลยแฮะ<br>แต่นั่นก็นับว่าโคตรใหญ่แล้วน่ะนะ"""
11_voice_NPC_5003_101#3,"""はー……でっかいところだなぁ。<br>前まで居た居住地区とは大違いだぜ。<br>ま、あっちもすげーでかかったけどさ。"""
