st_013440_0001#0,"""A.P.238/4/9/12:30"""
st_013440_0010#0,"""そこまでッ！<br>見事見事、お見事だ！<br>君達の動き、とくと見せてもらった！"""
st_013440_0020#0,"""……むむう。<br>少しばかり物足りない成績だな！"""
st_013440_0030#0,"""だが、この戦技大会を最後まで<br>成し遂げたその意気やよし！<br>それこそアークスに必要なものだ！"""
st_013440_0040#0,"""惜しくも上位入賞ならず<br>だが、君達の心意気は<br>十二分に届いた！"""
st_013440_0060#0,"""文句のつけようのない成績だ！<br>企画したオレの面目躍如！<br>オレすごい！\u3000オレ慧眼！"""
st_013440_0070#0,"""しかしまあ、参加者の君達の<br>努力があってこその成績だ！"""
st_013440_0080#0,"""さあ、帰還するといい！<br>皆が君を待っ……"""
st_013440_0100#0,"""……ッ！！<br>な、なんだこの感覚……！"""
st_013440_0110#0,"""お、おい、誰だッ……！<br>誰かいるんだろ、出てこい！"""
st_013440_0120#0,"""へぇ、アークスにしては鋭いじゃない。"""
st_013440_0130#0,"""邪魔しないように上手く隠れてた<br>つもりだったんだけど<br>まだこの身体にも慣れないなぁ。"""
st_013440_0140#0,"""お、お前……！"""
st_013440_0150#0,"""ん？\u3000あたし、そんなにヘンな顔してる？<br>ちゃんと人間の顔や格好してると<br>思うんだけどなあ？"""
st_013440_0160#0,"""ああ、覗き見に怒ってるのかしら？<br>いいじゃない減るもんじゃないし<br>楽しそうだったから、つい、ね。"""
st_013440_0170#0,"""それに……"""
st_013440_0180#0,"""【巨躯】を撃退した奴ってのを<br>この目で見ておきたかったの。"""
st_013440_0190#0,"""【巨躯】……<br>この前の、ダークファルス……！"""
st_013440_0200#0,"""そんなに警戒しなくても<br>今この場で事を構える<br>気はないわ。"""
st_013440_0210#0,"""だからほら、そんなに肩肘張らず<br>リラックス、リラックス。<br>すぐに去ってあげるから。"""
st_013440_0220#0,"""お、おい！"""
st_013440_0230#0,"""なによ。あたしは帰るんだから<br>死にたいって相談以外には<br>乗る気はないわよ。"""
st_013440_0240#0,"""お前……その顔は……<br>ううん、な、何者なんだよ……！"""
st_013440_0250#0,"""貴方たちの、敵よ。"""
st_013440_0260#0,"""いや、正しくはあたしたちの敵が<br>貴方たち、ってだけかな？"""
st_013440_0270#0,"""本当ならここで<br>出会ったついでに<br>殺しちゃってもいいんだけど……"""
st_013440_0280#0,"""なんでかな？\u3000穏やかな気持ちに<br>なっちゃったから、見逃してあげる。"""
st_013440_0290#0,"""それじゃあね。<br>次に会うときは、たぶん最初から<br>殺しにかかるから、気をつけて。"""
st_013440_0300#0,"""……なあ、見たよな、今の。"""
st_013440_0310#0,"""あの口ぶり……あの雰囲気……<br>桁違いの威圧感……<br>なあ、相棒、あいつ……"""
st_013440_0320#0,"""ダークファルス……かもしれない"""
st_013440_0330#0,"""あの仮面の人に似ていた"""
st_013440_0340#0,"""やっぱ、そうか、そうなのか……<br>直に会ってるお前が言うんだもん<br>そうなんだよな……"""
st_013440_0350#0,"""ああ、うん。ナベリウスで会った<br>あいつに似ている感じだった……"""
st_013440_0360#0,"""けどさ……こう、それとは違って<br>この前の、あのダークファルスのような<br>威圧感があったよな……"""
st_013440_0370#0,"""まるで、そのものと相対している<br>そんな感じの……"""
st_013440_0380#0,"""……でも、なんでだよ。<br>なんで、あの顔をしてるんだよ……！"""
st_013440_0390#0,"""……悪い。ちょっと取り乱した。<br>わけわからないことばっかりで、さ。"""
st_013440_0400#0,"""はは……<br>ほんと、おれの悪い予感って<br>よく当たるよな……"""
st_013440_0410#0,"""当たってほしくないやつばっかり<br>百発百中で、うんざりする……"""
