name01#0,"""？？？"""
name02#0,"""？？？"""
ra_020300_0001#0,"""A.P.238/6/1"""
ra_020300_0010#0,"""啊！午安！<br><%me>也<br>你已經來觀察過情況了吧？"""
ra_020300_0020#0,"""我麼？<br>是這些孩子們帶我來的<br>我也才剛到而已哦。"""
ra_020300_0030#0,"""呵呵，看樣子<br>誠懇地拜託<%me><br>你已經做得很習慣了呢。"""
ra_020300_0040#0,"""這裡是這些孩子們的住處，不過<br><%me><br>即使我靠近，他們對我也完全沒有戒心。"""
ra_020300_0050#0,"""不僅如此，因為這裡有水<br>所以氣氛截然不同呢。<br>總覺得這裡充滿了生命力。"""
ra_020300_0060#0,"""就像沙漠中的綠洲一樣吧<br>畢竟是珍貴的水資源所在地<br>顯然這就是他們定居於此的原因。"""
ra_020300_0070#0,"""啊，對了。<br>我接到羅傑歐的委託<br>說要幫忙他進行調查。"""
ra_020300_0080#0,"""這一帶的環境參數<br>聽說好像有點古怪。"""
ra_020300_0090#0,"""那麼，下次見了。"""
