name01#0,"""Astalte"""
11_voice_shop_412#0,"""คุณสำเร็จทุกเงื่อนไขใน Card ใบนี้แล้ว<br>และนี่คือ Card ใบใหม่ของคุณ"""
text02#0,"""StampCard ใบนี้จะเกี่ยวกับการค้นหา Mag<br>และการได้รับใบอนุญาตเพื่อผจญภัยใน Free Exploration<br>รวมถืงการเปิด Area ใหม่ๆ ตามลำดับ"""
text03#0,"""และภารกิจแรกคือ ไปรับ ClientOrder <c bb0000>[Mag License Test]<c><br>และทำให้สำเร็จ"""
text04#0,"""ท่านสามารถไปรับภารกิจได้กับ Cofy<br>ที่อยู่ตรง QuestCounter"""
text05#0,"""แต่ ClientOrder นี้<br>ท่านจะสามารถรับได้เมื่อมี Level เท่ากับ 3 <br>หรือมากกว่าเท่านั้นนะ"""
text06#0,"""ก่อนไปรับภารกิจกรุณาตรวจสอบ<br>ข้อมูลของตัวท่านให้แน่ใจก่อนนะ"""
text07#0,"""และเมื่อท่านสามารถดำเนินภารกิจจนลุล่วงแล้ว<br>ท่านจึงจะได้รับการประทับตราบน StampCard<br>"""
text08#0,"""ถ้าเช่นนั้น ก็พยายามเข้านะ"""
name01#1,"""アスタルテ"""
11_voice_shop_412#1,"""カードの取得条件を満たしていますね。<br>では、こちらが新しいカードです。"""
text02#1,"""マグの取得や自由探索の許可<br>および新規エリアへの探索許可を<br>取得するシーケンスを学ぶものです。"""
text03#1,"""最初の目標は、クライアントオーダー<br><c bb0000>「マグライセンス授与申請試練」<c>を<br>受注し、達成することです。"""
text04#1,"""クエストカウンターにいるコフィーから<br>該当のオーダーを受注<br>達成してください。"""
text05#1,"""ただし、このクライアントオーダーの<br>受注には、クラスレベル３以上という<br>条件があります。"""
text06#1,"""まずその条件を満たしているかの<br>確認をお願いします。"""
text07#1,"""なお、すでに目標達成済みでしたら<br>引き続いてスタンプを押させて<br>もらいます。よろしくお願いします。"""
text08#1,"""それでは、頑張って下さい。"""
