Begin#0,"""開始5151"""
Success#0,"""成功5151"""
Failure#0,"""失敗5151"""
Dead#0,"""自分死亡5151"""
BuddyDead#0,"""相手死亡5151"""
Evolution#0,"""発展5151"""
Begin#1,"""/ci1 2 私は……私の意志で動く。<br>今は、貴方様の力になりたい。<br>それだけです。"""
Success#1,"""/ci1 5 大丈夫ですよ、絶対に。<br>貴方様は、そういう人ですから。"""
Failure#1,"""……これ以上の無理は<br>むしろ迷惑かと思います。<br>……あとはあなた次第……"""
Dead#1,"""……力不足です、すみません。"""
BuddyDead#1,"""……そんなことありません。<br>早く、立ち上がってください。"""
Begin#2,"""/ci1 2 <%me>様！<br>マトイさん！<br>加勢します！"""
Success#2,"""/ci1 5 力になれてよかったです。<br>あとは、お任せください。<br>お二人とも、ご無事で。"""
Failure#2,"""陽動すべき私たちが<br>先に離脱してしまうなんて……<br>申し訳ありません…"""
Dead#2,"""申し訳ありません……<br>あとは、お願いいたします。"""
BuddyDead#2,"""/ci1 3 厳しい状況ですね……<br>ですが、私はまだ戦えます！"""
