name01#0,"""???"""
name02#0,"""???"""
name01#1,"""？？？"""
name02#1,"""？？？"""
un_010810_0010#0,"""อืม... นี่มันอะไรกันเนี้ย<br>ทำไมที่ Naberius ถึงมี<br>ARKS เต็มไปหมดแบบนี้"""
un_010810_0020#0,"""ถึงแม้พวก D-arkers จะออกมาเยอะก็จริง<br>แต่ก็น่าแปลกที่ ARKS มาที่นี่เยอะเกินไป"""
un_010810_0030#0,"""เมื่อกี้นี้ที่ตรงนั้นก็มี ARKS ชื่อดัง<br>กำลังปฏิบัติการอยู่ใน <br>White Summit นั่นด้วย"""
un_010810_0040#0,"""แต่ว่านะ ถ้าอยู่ใกล้กับ <br>Greenscape ล่ะก็<br>ก็พอปลอดภัยอยู่บ้างล่ะนะ"""
un_010810_0050#0,"""แต่ถ้าเป็นแบบนั้น <br>ท่านจะไม่มีวันเข้าใกล้<br>ความจริงว่าเกิดอะไรขึ้นที่นี่"""
un_010810_0010#1,"""ふうむ……なんだか疑問だね。<br>いや、この惑星に居る<br>アークスが多すぎるなって思ってさ。"""
un_010810_0020#1,"""ダーカーに対する警らだとしても<br>ちょっと度が過ぎるかなって、ね。"""
un_010810_0030#1,"""あっち……この奥の、凍土方面には<br>有名なアークスも出張ってるみたいだし<br>なんともきなくさい。"""
un_010810_0040#1,"""でもま、この森林エリアにいる限りは<br>そうそう危険じゃないから<br>安心していいと思うよ。"""
un_010810_0050#1,"""何が起きてるのか調べるなら<br>奥に入っていく必要が<br>ありそうだけどね。"""
