st_044080_0001#0,"""A.D.2028/4/15/12:00"""
st_044080_0010#0,"""つまらなーい、１００％つまらなーい！<br>誰も出てこないじゃない！"""
st_044080_0020#0,"""もうさ、こんな１０％火力じゃなくて<br>一気にどかんとやっちゃおうよ！"""
st_044080_0030#0,"""……オークゥ、弁えろ。<br>此度の我々の目的を忘れるな。"""
st_044080_0040#0,"""はいはいわかってまーす！<br>１２０％わかってまーす！"""
st_044080_0050#0,"""まったく、そんな面倒くさいことしなくても<br>あたしとフルがいれば１００％大丈夫なのにさ！"""
st_044080_0060#0,"""フルには今後の準備がある。<br>それも解っているはずだ、オークゥ。"""
st_044080_0070#0,"""いちいち揚げ足とるなっての！<br>７０％おじさん！"""
st_044080_0080#0,"""ほーんと、マザーも心配性だよね！<br>ねー、ラプラス？"""
st_044080_0090#0,"""っていうかー、ファレグがまとめてぜーんぶ<br>吹っ飛ばしてくれれば、すんでた話でしょ？<br>もうファレグに頼んじゃおうよ、ファレグにー！"""
st_044080_0100#0,"""では、頼みに行ってくれるんだな？"""
st_044080_0110#0,"""無・理！"""
st_044080_0120#0,"""呼吸、心拍が上昇しているようだ。<br>……緊張しているのか？"""
st_044080_0130#0,"""……ならば、よい。"""
st_044080_0140#0,"""では、二人とも。<br>状況が整うまでの間、任せるぞ。"""
st_044080_0150#0,"""はーいはい。<br>……まったく、どうしてあたしがフルじゃなく<br>こんな暗ーい子と一緒に動かなきゃいけないのよ。"""
st_044080_0160#0,"""……ちょっとー、不意打ちとかひどくなーい？<br>マクスウェル一匹吹っ飛んじゃったじゃない！<br>４０％ぐらいかわいそうだとは思わないの？"""
st_044080_0170#0,"""生憎、こっちは育ちが悪いもんでな。<br>ズル、搦め手、罠、その他諸々<br>何でも使わせてもらうぜ！"""
st_044080_0180#0,"""何……あの一瞬で<br>全部弾きやがったのか……？"""
st_044080_0190#0,"""っ！？<br>そんな……あんたは……"""
st_044080_0200#0,"""コオリ……！<br>どうして、こんなところに……！？"""
st_044080_0210#0,"""っ！<br>待って、コオリ！<br>待ちなさい！"""
st_044080_0220#0,"""っ！\u3000このバカ！<br>独りで突っ込んでんじゃねえよ！"""
st_044080_0230#0,"""ヘーイ、６０％色男！<br>よそ見してるヒマ、あると思ってるの？<br>そんなんじゃ１００％死んじゃうよ？"""
st_044080_0240#0,"""……邪魔すんじゃねえよ。<br>命が惜しくないのか。"""
st_044080_0250#0,"""あんた、<%me>でしょ。<br>マザーから聞いてる、アークスの中でも<br>とびっきり、２００％危険なヤツだって。"""
st_044080_0260#0,"""だからあたしが来たのよ。<br>あんたたちの相手をするために<br>この、オークゥ＝ミラーがね！"""
st_044080_0270#0,"""さあ行け、ラプラス！\u3000マクスウェル！<br>もう、すべての算出は終わっている。<br>１００％、あたしたちが勝つ戦いよ！"""
st_044080_0280#0,"""……上等だ。"""
skit01#0,"""Why are you there?"""
skit02#0,"""哀しき再会"""
