un_059050_0001#0,"""A.P.241/12/8"""
un_059050_0010#0,"""ふっふっふ、ふふふのふー。"""
un_059050_0020#0,"""やけにご機嫌だね、シエラちゃん。<br>何か良いことでもあったのかな？"""
un_059050_0030#0,"""いえいえ、いいことが起きるのは<br>私じゃないですよ、アルマさん。"""
un_059050_0040#0,"""？？"""
un_059050_0050#0,"""失礼する。"""
un_059050_0060#0,"""……っ！<br>ギーくん……！"""
un_059050_0070#0,"""管理者の召集を受け、参上したが<br>錚々たる顔ぶれだな。"""
un_059050_0080#0,"""<%me>、マトイ。<br>……シャオまで居るとはな。"""
un_059050_0090#0,"""ちょっと面倒なことになっててね。"""
un_059050_0100#0,"""して、シエラよ。<br>直接の呼び出しとは、何用かな？"""
un_059050_0110#0,"""ああ、えっと……レギアスさんが<br>ここに来てくれたことで<br>目的はだいたい達成したというか……"""
un_059050_0120#0,"""ねっ、<%me>さん！"""
un_059050_0130#0,"""まあ、まずは久々の再会を喜ぶか。<br><%me>。<br>元気そうでなによりだ。"""
un_059050_0140#0,"""マトイも、無理はしていないな？<br>二人の無茶は司令会議のたびに<br>サラからの議題となっているぞ。"""
un_059050_0150#0,"""あはは……<br>最近は自重しているつもりです。<br>レギアスさんも、変わりなく？"""
un_059050_0160#0,"""ああ、教導の毎日を過ごしている。<br>変わりなく、心地の良い日々だ。"""
un_059050_0170#0,"""れ、レギアスさん！<br>私、レギアスさんの昔話とか<br>聞かせて欲しくて、ですね！"""
un_059050_0180#0,"""……突然どうした、シエラ。<br>活動記録のアーカイブを見れば<br>話すまでもないことだろう？"""
un_059050_0190#0,"""うー、あー……えーっと<br>そうじゃなくって、ですねー……！"""
un_059050_0200#0,"""あのですね、レギアスさん！<br>見えないかもしれないですけど<br>今ここに、すぐそばにア……"""
un_059050_0210#0,"""駄目っ！"""
un_059050_0220#0,"""わたしのことは言わないで。<br>……お願いだから。"""
un_059050_0230#0,"""あっ！\u3000ま、待ってください！<br>ごめんなさいレギアスさん！<br>また今度！"""
un_059050_0240#0,"""何があったのだ、シャオ。"""
un_059050_0250#0,"""……四十年ぐらい前に<br>色々はっきりさせておかなかった<br>君が悪いんじゃないかな。"""
un_059050_0260#0,"""……むう？"""
