Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""共に任務を遂行しましょう。"""
Success#1,"""助力に感謝いたします。"""
Failure#1,"""継戦不可能……撤退します。<br>申し訳ありません。"""
Dead#1,"""こんなことって……！"""
BuddyDead#1,"""……無理は禁物です。<br>あとは任せて、休んでください。"""
Begin#2,"""共に任務を遂行しましょう。"""
Success#2,"""助力に感謝いたします。"""
Failure#2,"""継戦不可能……撤退します。<br>申し訳ありません。"""
Dead#2,"""こんなことって……！"""
BuddyDead#2,"""……無理は禁物です。<br>あとは任せて、休んでください。"""
Begin#3,"""共に任務を遂行しましょう。"""
Success#3,"""助力に感謝いたします。"""
Failure#3,"""継戦不可能……撤退します。<br>申し訳ありません。"""
Dead#3,"""こんなことって……！"""
BuddyDead#3,"""……無理は禁物です。<br>あとは任せて、休んでください。"""
Begin#4,"""共に任務を遂行しましょう。"""
Success#4,"""助力に感謝いたします。"""
Failure#4,"""継戦不可能……撤退します。<br>申し訳ありません。"""
Dead#4,"""こんなことって……！"""
BuddyDead#4,"""……無理は禁物です。<br>あとは任せて、休んでください。"""
