name01#0,"""???"""
name02#0,"""???"""
name01#1,"""？？？"""
name02#1,"""？？？"""
un_010270_0010#0,"""ว่าไง... พร้อมที่จะตายหรือยัง?<br>หึๆๆๆๆๆ ล้อเล่นน่ะ<br>ไม่ต้องสั่นแบบนั้นก็ได้โว้ย"""
un_010270_0020#0,"""แต่จริงๆแล้วทั้งเจ้ากับ Zeno นี่เหมือนกันจริงๆนะ<br>ไม่มีอะไรดีนอกจากทำให้ข้าอารมณ์เสีย<br>ทำเอาอยากฆ่าคนขึ้นมาเลยทีเดียวว่ะ......"""
un_010270_0030#0,"""......อืม ไม่ซิ<br>เจ้านั่นแค่เห็นหน้าก็รู้สึกแล้ว<br>แต่ข้าไม่รู้สึกแบบนั้นจากเจ้าเท่าไร"""
un_010270_0040#0,"""ถ้าทำตัวเป็นเด็กดีมาแต่แรก <br>ก็คงช่วยไม่ได้ล่ะนะ ไม่ว่าจะทำตัว<br>แย่แค่ไหนมันก็มีขอบเขตอยู่?"""
un_010270_0050#0,"""อีกอย่างคือถ้าข้ามขอบเขตนั้นไปได้<br>มันก็คงน่าสนุกแล้วแท้ๆ......<br>ไม่เข้าใจเลย ไม่เข้าใจเลยจริงๆ"""
un_010270_0060#0,"""โว้ย ไม่เข้าใจเลย เข้าใจไม่ได้......<br>เพราะงั้นก็เลยทำให้ความอยากฆ่าหายไปแล้ว<br>......ชิ ไปกันได้แล้ว Mel"""
un_010270_0070#0,"""ค่ะ ท่าน Guntram<br>ถ้าเช่นนั้น ชั้นขอตัวก่อนค่ะ"""
un_010270_0010#1,"""よォ……そろそろ死んどくか？<br>くふ、くふふっ、冗談だよ。<br>そう怯えるな。"""
un_010270_0020#1,"""だがホント、オマエはゼノに似てるな。<br>オレの気にくわない事ばかりしやがる。<br>そっくりすぎて、殺したくなるぜ……"""
un_010270_0030#1,"""……いや、違うか？<br>アイツのは上っ面だけ……<br>だが、オマエはそうじゃねえ気がする。"""
un_010270_0040#1,"""根っからのイイ子ちゃんだとしたら<br>救いようがねえな。<br>悪ぶってるとしても限界があるぜ？"""
un_010270_0050#1,"""一度、境を超えてしまえば<br>あとは楽だってのに……<br>わからねぇ、わからねェなァ。"""
un_010270_0060#1,"""ああ、意味わからん、理解不能だ……<br>だからつい、殺したくなってくる。<br>……チッ、行くぞ、シーナ。"""
un_010270_0070#1,"""はい、ゲッテムハルト様。<br>それでは、失礼します。"""
