11_voice_NPC_5082_105#0,"""เพื่อรักษาวินัยในการปฏิบัติหน้าที่<br>ชั้นคิดว่าเราควรหลีกเลี่ยงการสนทนา<br>ที่นอกเหนือจากภารกิจนะคะ"""
11_voice_NPC_5082_105#1,"""規律を遵守するのであれば<br>任務外でのコミュニケーションは<br>避けるべきだと私は思います。"""
11_voice_NPC_5082_105#2,"""เพื่อรักษาวินัยในการปฏิบัติหน้าที่<br>ชั้นคิดว่าเราควรหลีกเลี่ยงการสนทนา<br>ที่นอกเหนือจากภารกิจนะคะ"""
11_voice_NPC_5082_105#3,"""規律を遵守するのであれば<br>任務外でのコミュニケーションは<br>避けるべきだと私は思います。"""
11_voice_NPC_5082_105#4,"""เพื่อรักษาวินัยในการปฏิบัติหน้าที่<br>ชั้นคิดว่าเราควรหลีกเลี่ยงการสนทนา<br>ที่นอกเหนือจากภารกิจนะคะ"""
11_voice_NPC_5082_105#5,"""規律を遵守するのであれば<br>任務外でのコミュニケーションは<br>避けるべきだと私は思います。"""
11_voice_NPC_5082_105#6,"""ชั้นคิดว่าการเลือกคู่สนทนาที่<br>เหมาะสมนั้นเป็นเรื่องสำคัญ"""
Purin_mb04_020#0,"""และการมาคุยกับชั้นนี่ <br>คงไม่ค่อยสร้างสรรค์เท่าไหร่มังคะ"""
11_voice_NPC_5082_105#7,"""コミュニケーションを取る相手は<br>選ぶべきだと思います。"""
Purin_mb04_020#1,"""私との会話は<br>建設的ではないでしょう。"""
11_voice_NPC_5082_105#8,"""ชั้นคิดว่าการเลือกคู่สนทนาที่<br>เหมาะสมนั้นเป็นเรื่องสำคัญ"""
Purin_mb05_020#0,"""และการมาคุยกับชั้นนี่ <br>คงไม่ค่อยสร้างสรรค์เท่าไหร่มังคะ"""
11_voice_NPC_5082_105#9,"""コミュニケーションを取る相手は<br>選ぶべきだと思います。"""
Purin_mb05_020#1,"""私との会話は<br>建設的ではないでしょう。"""
11_voice_NPC_5082_105#10,"""ชั้นคิดว่าการเลือกคู่สนทนาที่<br>เหมาะสมนั้นเป็นเรื่องสำคัญ"""
Purin_mb06_020#0,"""และการมาคุยกับชั้นนี่ คงไม่ค่อยสร้างสรรค์เท่าไหร่มัง"""
11_voice_NPC_5082_105#11,"""コミュニケーションを取る相手は<br>選ぶべきだと思います。"""
Purin_mb06_020#1,"""私との会話は<br>建設的ではないでしょう。"""
11_voice_NPC_5082_102#0,"""ARKS สมัยนี้ <br>เหมือนจะตัดสินคนโดยดูจากความเก่งกาจมากเกินไป<br>อีกหน่อยคงไม่เหลือความเคารพให้กันอีกต่อไปแล้ว"""
Purin_mb07_020#0,"""จึงควรต้องรักษาแบบอย่างที่ดีให้คงไว้นะคะ"""
11_voice_NPC_5082_102#1,"""最近のアークスは実力主義に<br>拠りすぎ、規律がおろそかに<br>なっていると思います。"""
Purin_mb07_020#1,"""規範となるべき存在が必要ですね。"""
11_voice_NPC_5082_102#2,"""ARKS สมัยนี้ <br>เหมือนจะตัดสินคนโดยดูจากความเก่งกาจมากเกินไป<br>อีกหน่อยคงไม่เหลือความเคารพให้กันอีกต่อไปแล้ว"""
Purin_mb08_020#0,"""จึงควรต้องรักษาแบบอย่างที่ดีให้คงไว้นะคะ"""
11_voice_NPC_5082_102#3,"""最近のアークスは実力主義に<br>拠りすぎ、規律がおろそかに<br>なっていると思います。"""
Purin_mb08_020#1,"""規範となるべき存在が必要ですね。"""
