name01#0,"""？？？"""
name02#0,"""？？？"""
ra_020010_0001#0,"""A.P.238/5/1"""
ra_020010_0010#0,"""……よく、来てくれた。<br>今、この時軸上で起こっている<br>改変事象について話が……"""
ra_020010_0020#0,"""……僕の分析によると<br>このあたりかな。"""
ra_020010_0030#0,"""聞こえているかな、シオン。<br>ようやく僕もここまで理解できたよ。"""
ra_020010_0040#0,"""いろいろと動いてるみたいだね。<br>デューマンなんて新種族<br>僕の予定にはなかったよ。"""
ra_020010_0060#0,"""歴史への介入、なのかな？<br>……面白いことをするね。"""
ra_020010_0070#0,"""まあ、だからといって僕は<br>怒ったりなんかしないよ？<br>君に嫌われたくないからね。"""
ra_020010_0080#0,"""……ははっ、流石にまだ<br>君の姿を見るには至らないか。"""
ra_020010_0090#0,"""僕は君の理解者で<br>ありたいんだけど……<br>君はまだ、そうでもないようだ。"""
ra_020010_0100#0,"""あまり君の機嫌を<br>損ねたくもないからね。<br>今日はこれで失礼するよ。"""
ra_020010_0110#0,"""どうだろうか？<br>彼女は聞いていてくれたかな？"""
ra_020010_0113#0,"""君にも感謝しなければならないね。<br>君のおかげで、僕は彼女を<br>ここまで理解できたんだから。"""
ra_020010_0116#0,"""なぜ彼女がそんなことをするのか<br>それまではわからないが……<br>一つになったときの楽しみにしよう。"""
ra_020010_0120#0,"""僕の名はルーサー。<br>君たちに研究室と呼ばれている<br>……虚空機関の総長さ。"""
ra_020010_0130#0,"""それでは、また会おう。"""
ra_020010_0140#0,"""彼にわたしの姿は見えていない。<br>わたしの声すら、届いてはいない。<br>しかし、彼はわたしを認識している。"""
ra_020010_0150#0,"""あれの存在こそが<br>わたしが貴方に全てを託す理由だ。"""
ra_020010_0160#0,"""彼との因縁に<br>けりをつけなければならない。"""
ra_020010_0170#0,"""……しかし<br>彼が歪んでしまったのも<br>また、わたしが存在したからだ。"""
ra_020010_0180#0,"""原初の好奇を、わたしは後悔する。<br>そして、貴方に依存しなければ<br>ならないことも……"""
ra_020010_0190#0,"""あれが、ルーサー<br>……フォトナーの、長。"""
ra_020010_0200#0,"""正しくフォトナーと呼べるのは<br>もう彼だけでしょうから<br>まあ、間違ってはいませんね。"""
ra_020010_0205#0,"""他のは全て、フォトナーになりたいと<br>願う研究者が、背伸びして<br>そう言っているだけにすぎない……"""
ra_020010_0210#0,"""巨躯の封印解除に、造龍の離反。<br>目論見のズレが目立って苛立ったか<br>とうとう姿を見せてきましたね。"""
ra_020010_0220#0,"""しかし、最初の接触相手が<br>あの人とは……<br>どういう因果なのでしょうね。"""
ra_020010_0230#0,"""……そんなのどうでもいい。<br>わたしは、わたしとハドレッドの<br>運命を狂わせた相手を討つだけ。"""
ra_020010_0240#0,"""クーナさん。<br><%me>さんが<br>鍵です。わかっていますね。"""
ra_020010_0250#0,"""わたしはわたしのやり方で、戦います。<br>貴方と馴れ合うつもりはありませんよ<br>六芒均衡……いえ、三英雄カスラ。"""
ra_020010_0260#0,"""それより、貴方の方こそ<br>わかっているんでしょうね。"""
ra_020010_0270#0,"""ええ、わかっていますよクーナさん。<br>全てが終わったら、この首、この命<br>好きなように扱ってください。"""
ra_020010_0280#0,"""そういう契約ですからね。<br>貴方にもそれだけのリスクを<br>背負わせていますし、約束は守ります。"""
ra_020010_0290#0,"""……気に入らない。<br>全てを受け入れてるようなその顔。<br>貴方の目的は、何なんですか。"""
ra_020010_0300#0,"""今のところは、貴方と同じですよ。"""
ra_020010_0310#0,"""……ふん。"""
ra_020010_0320#0,"""従順なのはここまでです。<br>ルーサー、貴様だけは……"""
ra_020010_0330#0,"""？？？"""
al_010100_0010#0,"""ん？\u3000あれがルーサー？\u3000嘘でしょ？<br>ずいぶん趣味悪い格好してるけど<br>あれスーくんだよ。初代カスラ。"""
al_010100_0020#0,"""……いや、そういうことか。<br>乗っ取ったんだね、スーくんの身体を。<br>ルーサーならやっても不思議じゃない。"""
al_010100_0030#0,"""……イヤというほど知ってるよ<br>ルーサーのことは、さ。<br>わたしがこうなっちゃった原因だし。"""
al_010100_0040#0,"""四十年前の【巨躯】との戦争で<br>アークスは、そりゃあもうボロッボロに<br>なっちゃったんだよね。"""
al_010100_0050#0,"""みーんなやられちゃったから。<br>組織としての形が保てないぐらいに。"""
al_010100_0060#0,"""そこからアークスを立て直すには<br>ルーサーの技術が必要不可欠だった。<br>……それがどれだけ非人道的だとしても。"""
al_010100_0070#0,"""でも、ルーサーにアークスを好き勝手<br>いじられるのは、壊滅よりも怖い。<br>だから交換条件を出したんだ。"""
al_010100_0080#0,"""わたしが実験体となるかわりに<br>その研究結果でもって、アークスを<br>立て直すように、ってさ。"""
al_010100_0090#0,"""わたし、もとの身体はほんと病弱でさ。<br>どうせあのまま生きてても、そんなに<br>長くないって自分でわかってたから。"""
al_010100_0100#0,"""みんなのためになるなら、って提案して<br>ルーサーもそれを受け入れた。"""
al_010100_0110#0,"""結果、わたしのフォトン能力を礎とした<br>第二世代が生みだされて、アークスは<br>再び勢力を取り戻してくれた。"""
al_010100_0120#0,"""けど、そっか……<br>シオンの目的は、ルーサー絡みか。<br>やっぱそうなっちゃってるんだね。"""
al_010100_0130#0,"""死ぬ前まではしっかり監視できたけど<br>死んだ後は、どうしようもないから……<br>みんなに辛い思いさせちゃったかな。"""
al_010100_0140#0,"""……って、ヘコんでる場合じゃない。<br>こっから先が重要、だもんね。<br>しっかり見て、受け入れないと。"""
text01#0,"""<br>マターボード『違えた道の行き先は』を入手しました。<br>"""
