name01#0,"""Astalte"""
11_voice_shop_412#0,"""ท่านสำเร็จทุกเงื่อนไขใน Card ใบนี้แล้ว<br>และนี่คือ Card ใบใหม่ของท่าน"""
text02#0,"""จากนี้ท่านจะสามารถเรียนรู้เกี่ยวกับการ<br>เปลี่ยนอาวุธที่ถืออยู่, การใช้ PartnerCard<br>และความรู้พื้นฐานอื่นๆได้แล้ว"""
text03#0,"""และภารกิจแรกคือ ไปรับ ClientOrder<br> <c bb0000>[Check weapon switching again!]<c><br>และทำให้สำเร็จ"""
text04#0,"""ท่านสามารถไปรับภารกิจได้กับ Afin """
text05#0,"""และเมื่อท่านสามารถดำเนินภารกิจจนลุล่วงแล้ว<br>ท่านจึงจะได้รับการประทับตราบน StampCard<br>"""
text06#0,"""พยายามเข้านะ"""
name01#1,"""アスタルテ"""
11_voice_shop_412#1,"""カードの取得条件を満たしていますね。<br>では、こちらが新しいカードです。"""
text02#1,"""武器の持ち替えや、パートナーカードの<br>仕組みなど、基本的な機能について<br>学習できるものとなっています。"""
text03#1,"""最初の目標は、クライアントオーダー<br><c bb0000>「武器の持ち替え再確認！」<c>を<br>受注し、達成することです。"""
text04#1,"""アフィンさんから<br>該当のオーダーを受注<br>達成してください。"""
text05#1,"""なお、すでに目標達成済みでしたら<br>引き続いてスタンプを押させて<br>もらいます。よろしくお願いします。"""
text06#1,"""それでは、頑張って下さい。"""
