st_012030_0005#0,"""[A Reason to Rampage]<br>ข้อความชั่วคราว"""
st_012030_0010#0,"""คุณ Kuhna ผมมีคำถามข้องใจอยู่ข้อนึง"""
st_012030_0020#0,"""เรื่องที่พาคุณ <%me> มาด้วยแบบนี้<br>ได้อธิบายเรื่องราวหลัก ๆ<br>ให้เขาฟังบ้างหรือยังครับ?"""
st_012030_0030#0,"""......ถ้าคุณมีปัญหา<br>เดี๋ยวชั้นไปจัดการกับคุณทีหลังก็ได้นะ"""
st_012030_0040#0,"""เปล่าครับเปล่า ปัญหาอะไรกันครับ<br>อีกอย่างการจัดการของคุณน่ะก็คือการตามเก็บ<br>ใช่มั้ยล่ะครับ? ไม่ได้หรอกครับแบบนั้นน่ะ"""
st_012030_0050#0,"""เอาเป็นว่า เรื่องต่อไปนี้ถือว่าผมสมมุติก็ได้<br>แต่ช่วยฟังไว้หน่อยก็แล้วกัน"""
st_012030_0060#0,"""พวกคุณมีสิทธิ์ที่จะรู้นะครับ<br>ในฐานะที่เป็นผู้เกี่ยวข้องโดยตรง"""
st_012030_0070#0,"""......พูดถึงเรื่องอะไรอยู่น่ะ"""
st_012030_0080#0,"""เป็นเรื่องเบื้องหลังของห้องทดลองแห่งหนึ่ง<br>ที่ผมไปแอบสืบมาน่ะครับ"""
st_012030_0090#0,"""ถ้าพูดว่าเป็นเรื่องเกี่ยวกับเหตุผลที่หนูทดลอง...<br>ไม่สิขออภัย มังกรดัดแปลงอาละวาด<br>จะเข้าใจง่ายกว่ามั้ยครับ?"""
st_012030_0100#0,"""...!?"""
st_012030_0110#0,"""ขอเริ่มเล่าจากบทสรุปเลยก็แล้วกัน<br>ในห้องทดลองนั้น มีร่องรอยของการทดลอง<br>อันทารุณไร้มนุษยธรรมอย่างชัดเจน"""
st_012030_0120#0,"""การทดลองแรก ๆ ดูเหมือนจะเริ่มจาก<br>การใช้มังกรดัดแปลงเป็นเหยื่อแต่แล้วก็ไม่สามารถ<br>ควบคุมสถานการณ์ได้ เพราะมันอาละวาดอย่างหนัก..."""
st_012030_0125#0,"""ต่อมาจึงมีการเปลี่ยนไปทดลองกับมนุษย์แทน<br>เพราะสามารถควบคุมและเฝ้าดูผลได้ง่ายกว่า<br>เล่าถึงแค่นี้ก็น่าคลื่นไส้แล้วสินะครับ......"""
st_012030_0127#0,"""......แต่การทดลองยังคงมีต่อไป หัวข้อทดลอง<br>เปลี่ยนเป็นการนำมนุษย์และมังกรดัดแปลงมา<br>ทำการทดลองต่าง ๆ อย่างโหดร้ายทารุณกว่าเดิม"""
st_012030_0130#0,"""ถึงแม้บันทึกรายละเอียดต่าง ๆ ของการทดลองนั้น<br>จะสาบสูญไปหมดสิ้น ......แต่จากเบาะแสที่<br>หลงเหลือก็พอที่จะทำให้รู้ว่าเคยเกิดอะไรขึ้นที่นั่น"""
st_012030_0135#0,"""แม้นักวิจัยจะทำงานหนักขึ้น แต่การวิจัยก็ยังไม่คืบหน้า<br>เพราะมังกรดัดแปลงอาละวาดได้ง่าย ส่วนร่างกายของ<br>มนุษย์เองก็ไม่สามารถทนการทดลองที่รุนแรงเกินไปได้"""
st_012030_0137#0,"""จนกระทั่ง เกิดเหตุการณ์ขึ้นอย่างหนึ่ง"""
st_012030_0140#0,"""เมื่อการทดสอบครั้งใหม่ได้เริ่มขึ้น...<br>โดยที่ตัวทดลองคือ Haddred...มังกรตัวนั้น"""
st_012030_0150#0,"""และแน่นอนผลก็คือ<br>Haddred ได้อาละวาดด้วยพลังที่มากกว่า<br>ตอนก่อนถูกทำการทดลองจนห้องทดลอง..."""
st_012030_0160#0,"""......และหันเข้าใส่มนุษย์ทุกคน"""
st_012030_0170#0,"""......ผมเองก็ไม่ทราบเหมือนกันว่า<br>ทำไมถึงได้เกิดเรื่องอย่างนั้นขึ้นได้"""
st_012030_0180#0,"""เป็นผลจากที่พวกนักวิจัยเร่งทำการทดสอบเกินไป<br>หรือว่าเป็นผลจากที่มังกรตัวนั้นสละร่างตัวเองกันแน่"""
st_012030_0190#0,"""......Kasra แห่ง Six Pillars<br>ทำไมคุณถึงรู้ขนาดนั้น"""
st_012030_0200#0,"""ก็เพราะผมเป็น Six Pillars น่ะสิครับ"""
st_012030_0210#0,"""ผู้ที่จะกลายมาเป็นผู้ปกครอง<br>ย่อมต้องมีความสามารถเพียบพร้อมรอบด้านจริงมั้ยครับ"""
st_012030_0220#0,"""......ไปกันเถอะ<br>ถ้าไม่รีบจัดการ Haddred ล่ะก็"""
st_012030_0230#0,"""A.P.238/4/15/11:00"""
st_012030_0005#1,"""【暴走した理由】<br>仮テキスト"""
st_012030_0010#1,"""クーナさん、一つ質問があります。"""
st_012030_0020#1,"""<%me>さんと<br>共に行動しているということは<br>大体のことは説明したのですか？"""
st_012030_0030#1,"""……問題があるなら<br>いずれ対処します。"""
st_012030_0040#1,"""いえいえ、問題だなんてそんな。<br>それに貴方のいう対処とは<br>始末のことでしょう？\u3000ダメですよ。"""
st_012030_0050#1,"""では、一通りの事は話したと仮定して<br>私も話をさせてもらいますね。"""
st_012030_0060#1,"""当事者である、貴方たちには<br>知る権利もあることですし。"""
st_012030_0070#1,"""……何の話ですか。"""
st_012030_0080#1,"""私が独自に内偵を進めていた<br>研究室の暗部の話ですよ。"""
st_012030_0090#1,"""被検体……失礼、造龍の<br>暴走理由について、といったほうが<br>要領がつかみやすいですか？"""
st_012030_0100#1,"""っ！？"""
st_012030_0110#1,"""結論から申し上げましょう。<br>研究室には、非常に非人道的な実験を<br>行っていた痕跡がありました。"""
st_012030_0120#1,"""最初は造龍を対象にしていたようですが<br>ロクに制御できず、暴走してばかり……"""
st_012030_0125#1,"""次第に実験の対象は、制御の容易な<br>人体となっていったようです。<br>これだけでも由々しきことですが……"""
st_012030_0127#1,"""……さらに実験は続き<br>人や造龍などの被検体に課される<br>実験は過酷なものになっていった。"""
st_012030_0130#1,"""その実験の仔細については<br>さすがに失われていましたが<br>……大まかな情報だけで十分でしょう。"""
st_012030_0135#1,"""しかし、研究は進展しない。<br>造龍は容易に暴走し、人は限界を<br>なかなか超えることが出来ない。"""
st_012030_0137#1,"""そして、一つの事故が起こります。"""
st_012030_0140#1,"""人に行う予定だった新たな実験が<br>かの龍……ハドレッドを対象として<br>行われたのです。"""
st_012030_0150#1,"""結果は当然。<br>ハドレッドは、元より持っていた<br>その力を暴走させ、研究室を……"""
st_012030_0160#1,"""……人に、行う予定だった。"""
st_012030_0170#1,"""……なぜ、そのような事故が<br>起きたのかまでは<br>私には判断できません。"""
st_012030_0180#1,"""研究者が先走った結果なのか<br>かの龍が身を捨てた結果なのか……<br>私には、わかりませんよ。"""
st_012030_0190#1,"""……六芒均衡カスラ。<br>どうして貴方はそこまで<br>知っているのですか。"""
st_012030_0200#1,"""もちろん、私が六芒均衡だからです。"""
st_012030_0210#1,"""統べる力を持つ者は、その責務として<br>万事の因由を把握しておかねば<br>ならないのですよ。"""
st_012030_0220#1,"""……行きましょう。<br>ハドレッドを、始末しないと。"""
st_012030_0230#1,"""A.P.238/4/15/11:00"""
