un_013010_0001#0,"""A.P.238/4/5"""
un_013010_0010#0,"""อ๊ะ <%me><br>......ขอโทษนะ เผลอเหม่อไปซะได้"""
un_013010_0020#0,"""การติดต่อเมื่อกี้ เธอดูอยู่ด้วยรึเปล่า?<br>งานชุมนุมสังสรรค์ครั้งใหญ่ของ ARKS สินะ<br>เธอเองก็จะเข้าร่วมด้วยใช่ไหม?"""
un_013010_0030#0,"""ชั้น...... สำหรับชั้น<br>ชั้นยังไม่ค่อยจะอยู่ในอารมณ์แบบนั้นน่ะ"""
un_013010_0040#0,"""ฮิฮิ นี่ถ้า Zeno อยู่ตรงนี้นะ ตานั่นจะต้อง<br>พูดว่า [เข้าร่วม!] แบบไม่ต้องคิดเลยล่ะ<br>ตานั่นน่าจะรีบๆ กลับมาซักทีได้แล้วนะ"""
un_013010_0050#0,"""......อ๊ะ ขอโทษนะ<br>ชั้นไม่ได้ตั้งใจจะทำให้รู้สึกหดหู่กันหรอก<br>อย่าใส่ใจเลย ชั้นไปก่อนนะ"""
un_013010_0001#1,"""A.P.238/4/5"""
un_013010_0010#1,"""あ、<%me>。<br>……ごめん、ぼーっとしてた。"""
un_013010_0020#1,"""さっきの連絡、見た？<br>アークスの大々的な催し物だってね。<br>きみも参加するんでしょ？"""
un_013010_0030#1,"""あたしは……あたしはちょっと<br>まだそういう気分にはなれないかな。"""
un_013010_0040#1,"""ふふっ、ゼノがいたら一も二もなく<br>参加する！\u3000って言い出すだろうな。<br>早く戻ってくればいいのに。"""
un_013010_0050#1,"""……あ、ごめん。<br>しんみりさせるつもりはなかったの。<br>気にしないで。それじゃあね。"""
