Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/ci3 1 俺様のせいにするんじゃねーよ！<br>敵の群れに突っ込んでいったのは<br>どこのどいつだ！"""
Success#1,"""/ci2 1 ヘッ、俺様一人でも十分だったが<br>ま、助かったといえば助かったぜ。<br>ありがとよ。"""
Failure#1,"""/ci4 1 マジかよ……こんな情けねえ……<br>クソッ！\u3000先に退かせてもらう！"""
Dead#1,"""どうなってんだよクソっ……！"""
BuddyDead#1,"""おっ、なんだぁ、もうヘバったのか？<br>後は俺様達に任せて、おねんねしてな！"""
Begin#2,"""/ci2 2 余計なことを言うなって！<br>つーかどうせ、雑魚相手だろ！<br>俺様が全部片付けてやる！"""
Success#2,"""/ci2 2 だから、余計なことを言うなっての！<br>ったくよー……！<br>おら、とっとと次行くぞ！"""
Failure#2,"""/ci3 2 ちっ、だっせー結果だぜ……"""
Dead#2,"""/mn5 クソォ……<br>ぜってぇやり返してやるからな！"""
BuddyDead#2,"""/mn18 おいおい、マジかよ！<br>……しゃーねえ、休んでろイツキ！<br>後はなんとかしといてやらあ！"""
Begin#3,"""/ci2 2 わかりにくい言葉使ってんじゃねえよ！<br>別に俺は、貰いっぱなしってのが<br>気に食わねーだけだ！"""
Success#3,"""/ci2 2 ったく面倒くせー言い回しだな……<br>まあ、いいぜ……<br>一人で探してもわかんねーからな。"""
Failure#3,"""/ci3 2 ちっ、こんなはずじゃ……<br>最悪だぜ……！"""
Dead#3,"""/mn5 くっそ……！<br>こんなところで……！"""
BuddyDead#3,"""/mn18 おい、無理すんなよ！<br>ったく、後は俺様たちに任せとけ！"""
