11_voice_NPC_5009_101#0,"""อ้าว เธอเองเหรอ<br>มาได้จังหวะพอดี อ่ะนี่"""
Aki_favs_before_020#0,"""ชั้นเก็บไว้ก็ไม่ได้ใช้<br>ถ้าไม่รังเกียจก็ช่วยรับไปทีสิ"""
Aki_favs_after_010#0,"""เธอเคยช่วยอะไรๆชั้นไว้ตั้งเยอะ<br>ถือซะว่าเป็นของตอบแทนละกัน"""
Aki_favs_after_020#0,"""จากนี้ก็ขอฝากตัวด้วยนะ"""
11_voice_NPC_5009_101#1,"""おや、キミか。<br>ああ、丁度良いからこれを。"""
Aki_favs_before_020#1,"""私が持っていても意味がないからね。<br>よければ受け取ってくれないか。"""
Aki_favs_after_010#1,"""キミには世話になってきたからね。<br>そのお礼だと思ってくれ。"""
Aki_favs_after_020#1,"""これからもよろしく頼むよ。"""
Aki_favs_present_010#0,"""Aki มอบ [Element Synthesizer] ให้กับท่าน"""
Aki_favs_present_020#0,"""Aki มอบ [Aimimg Shot] ให้กับท่าน"""
Aki_favs_present_030#0,"""Aki มอบ [Element Synthesizer] ให้กับท่าน"""
Aki_favs_present_040#0,"""Aki มอบ [Element Synthesizer] ให้กับท่าน"""
Aki_favs_present_050#0,"""Aki มอบ [Rage Dance] ให้กับท่าน"""
Aki_favs_present_060#0,"""Aki มอบ [Element Synthesizer] ให้กับท่าน"""
Aki_favs_present_070#0,"""Aki มอบ [Element Synthesizer] ให้กับท่าน"""
Aki_favs_present_080#0,"""Aki มอบ [Tri-Impact] ให้กับท่าน"""
Aki_favs_present_090#0,"""Aki มอบ [Element Synthesizer] ให้กับท่าน"""
Aki_favs_present_100#0,"""Aki มอบ [Element Synthesizer] ให้กับท่าน"""
Aki_favs_present_010#1,"""アキから『シンセサイザー』を受け取りました。"""
Aki_favs_present_020#1,"""アキから『エイミングショット』を受け取りました。"""
Aki_favs_present_030#1,"""アキから『シンセサイザー』を受け取りました。"""
