Begin#0,"""開始5230"""
Success#0,"""成功5230"""
Failure#0,"""失敗5230"""
Dead#0,"""自分死亡5230"""
BuddyDead#0,"""相手死亡5230"""
Evolution#0,"""発展5230"""
Begin#1,"""/mn15 /toge /ci2 4 雪だっ！\u3000夜だっ！<br>そして一味違うパティエンティアだっ！<br>聖夜のアイドル、ここに降臨だよ！"""
Success#1,"""/mn15 /ci2 1 ふっふっふ、見分けがつくまい！\u3000<br>パティエンティアの新技に敵はなーい！<br>さぁ、子供たちが待っている！"""
Failure#1,"""/mn1 あ、あれ？\u3000失敗しちゃったねぇ……<br>ま、まぁこういう時もあるよね！<br>気にせずクリスマスを楽しもー！"""
Dead#1,"""/mn5 あれ？\u3000なんか目が回る……<br>おぉ、世界も回ってる……<br>あれ、そこにトナカイが……がくっ。"""
BuddyDead#1,"""/mn36 あ、ティアっ！？\u3000サンタなんだから<br>２人でプレゼント配るんでしょー！<br>この恨み、晴らさでおくべきかっ！"""
