name01#0,"""???"""
name02#0,"""???"""
name01#1,"""？？？"""
name02#1,"""？？？"""
un_015100_0010#0,"""Everyone, thanks for coming!<br>Today I'm going to put my body and soul into singing some HOT songs for you guys!"""
un_015100_0020#0,"""I'll sing cheerfully, furiously, and vividly! I hope you guys get excited as well. Let's go!<br>""Our Fighting!"""""
un_015100_0030#0,"""You guys seem pretty excited! That makes me happy. Really happy!<br>And it's all thanks to you guys. Thank you!"""
un_015100_0040#0,"""When you're depressed or you feel down, try to remember my songs!<br>They'll definitely make you feel better!"""
un_015100_0050#0,"""Alrighty. See you guys later!"""
ls_010010_0010#0,"""Sometimes ""I"" will pause for a moment and wonder ""Why"" I am here."""
ls_010010_0020#0,"""Occasionally, everyone may find themselves doing the same..."""
ls_010010_0030#0,"""Feeling ""Pain"" in their heart. Having ""Fake"" smile even when the pain doesn't dissipates..."""
ls_010010_0040#0,"""You can't lie to yourself about how you truly feel."""
ls_010010_0050#0,"""A dark shadow looms over the path you want to believe in. You etch yesterday into your mind and focus on tomorrow. Even if you hide..."""
ls_010010_0060#0,"""""You are Shouting　So, Never Alone"" I can hear your voice clearly no matter how far away you screamed from."""
ls_010010_0070#0,"""""You are Fighting... Forever Lasting"" Let's become a vivid light and keep fighting!"""
ls_010010_0080#0,"""The reason to keep on living life is because of ""Love"" and I will always be ready for it."""
ls_010010_0090#0,"""Even on a lonely night."""
ls_010010_0100#0,"""Even a raised ""Fist"" can be opened to ""Fit"" and help someone"""
ls_010010_0110#0,"""Never forgetting it will become a warm bond to hold on."""
ls_010010_0120#0,"""The tears that run down your face are the proof that you're earnestly moving forward. You don't need to be ashamed of them."""
ls_010010_0130#0,"""""We are Sharing　So, Never Alone"" I can feel your prayers even without your voice. Let's aim to pierce the skies."""
ls_010010_0140#0,"""""We are Shining... Forever Lasting"" Staring ahead."""
ls_010010_0150#0,"""Let's take hands and chase after the dazzling, true light."""
ls_010010_0160#0,"""""You are Shouting　So, Never Alone"" Your voice is reaching my deepest heart."""
ls_010010_0170#0,"""""You are Fighting... Forever Lasting"""""
ls_010010_0180#0,""" let's become a vivid light and keep fighting!"""
ls_010010_1010#0,"""Our Fighting！"""
ls_010010_1020#0,"""Kuhna"""
un_015100_0010#1,"""みんなー、来てくれてあっりがとー！<br>今日も全身全霊、魂込めて、あっついあの歌、歌うからね－！"""
un_015100_0020#1,"""明るく、激しく、鮮烈にっ！みんなも盛り上がって、いこーっ！<br>『Our Fighting！』"""
un_015100_0030#1,"""みんなー、盛り上がったかなー！あたしは満足、大っ満足っ！<br>みんなのおかげだよ、ありがとーっ！"""
un_015100_0040#1,"""落ち込んだときや挫けそうなとき、あたしの歌を思い出してみてね！<br>きっとみんなの力になるはずだよ！"""
un_015100_0050#1,"""それじゃ、またねーっ！"""
ls_010010_0010#1,"""ここにいる“I”その意味を<br>問いかける“Why?”そんな瞬間があるよね"""
ls_010010_0020#1,"""誰も 時には不意に"""
ls_010010_0030#1,"""胸にある“Pain”その傷み<br>笑っても“Fake”作り微笑いじゃ癒えない"""
ls_010010_0040#1,"""本当の気持ちには嘘はつけない"""
ls_010010_0050#1,"""信じてたい道に影落とす闇<br>刻んだ昨日　見据えた明日　もし隠しても"""
ls_010010_0060#1,"""You are Shouting　So, Never Alone　きみの叫びは<br>ちゃんと届いているよ　どんな遙かな崖からも"""
ls_010010_0070#1,"""You are Fighting…Forever Lasting　命焦がして<br>今、明るく激しい鮮烈な光になれ　闘って!"""
ls_010010_0080#1,"""生きてゆく“Life”その理由の<br>答えには“Love”いつも用意していたいね"""
ls_010010_0090#1,"""たとえ孤独な夜も"""
ls_010010_0100#1,"""振り上げた“Fist”拳さえ<br>開いたら“Fit”誰かささえて包む"""
ls_010010_0110#1,"""あったかい絆になること　忘れない"""
ls_010010_0120#1,"""頬伝わる涙たちは　真摯に<br>歩んでいる証　少しも恥じなくていい"""
ls_010010_0130#1,"""We are Sharing　So, Never Alone　きみの祈りは<br>黙ってても感じるよ　天を突く頂めざそう"""
ls_010010_0140#1,"""We are Shining…Forever Lasting　瞳凝らして"""
ls_010010_0150#1,"""ただ眩く正しい誠実な光を追え　手に手取って"""
ls_010010_0160#1,"""You are Shouting　So, Never Alone　きみの叫びは<br>ちゃんと届いているよ　心の奥　深く強く"""
ls_010010_0170#1,"""You are Fighting…Forever Lasting　命焦がして"""
ls_010010_0180#1,"""今、明るく激しい鮮烈な光になれ　闘って!"""
ls_010010_1010#1,"""Our Fighting！"""
ls_010010_1020#1,"""クーナ"""
