name01#0,"""？？？"""
name02#0,"""？？？"""
mv_010210_0010#0,"""ハルコタンは表裏一体。<br>白と黒はけして交わらない。"""
mv_010210_0020#0,"""かつて、白と黒は争っていた。<br>争い始めた理由も忘れるぐらいに<br>長く、長く争ってきた。"""
mv_010210_0030#0,"""あるとき、戦争に疲弊した<br>白の王と黒の王が、和平を考えた。"""
mv_010210_0040#0,"""和睦の証として、白の王の娘と<br>黒の王の息子が結婚した。<br>そうして、一時、戦争は終わった。"""
mv_010210_0050#0,"""だが、白と黒の夫婦から産まれた子は<br>灰色をしていた。体躯も小さく<br>成長もせず、黒でも白でもなかった。"""
mv_010210_0060#0,"""白の王は言う、黒の息子が悪いと。<br>黒の王は言う、白の娘が悪いと。<br>……そして、再び戦いは始まった。"""
mv_010210_0070#0,"""黒の父と、白の母も争った。<br>灰の子は、それを止めようとした。"""
mv_010210_0080#0,"""……命を、賭して<br>父と母を、止めたのだ。"""
mv_010210_0090#0,"""……白と黒の夫婦は、正気に戻った。<br>灰の子の亡骸を抱え、星に願った。<br>自らの命を捧げ、灰の子を蘇らせた。"""
mv_010210_0100#0,"""蘇った灰の子は泣いた。<br>物言わぬ灰となった両親を<br>その手に溢れさせ、泣き続けた。"""
mv_010210_0110#0,"""その涙は、河を生み出した。<br>白と黒を切り分ける、永涙の河を。"""
mv_010210_0120#0,"""そうして、争いは終わった。<br>灰の子が、終わらせた。"""
mv_010210_0130#0,"""それでも灰の子は、祈り続ける。<br>慟哭とともに燃え尽きた両親のために。<br>父と母の慟哭が、形とならぬように。"""
