st_042130_0001#0,"""A.D.2028/3/30/12:30"""
st_042130_0010#0,"""……え？<br>ここ、あたしの部屋？\u3000戻ってきちゃった？<br>……な、なんで？！\u3000どうして？！"""
st_042130_0020#0,"""……エーテルインフラから強制切断！？<br>エラーコード、オリンピアって……何それ……"""
st_042130_0030#0,"""携帯電話もダメ……<br>このあたりのエーテルインフラが切断されてる？<br>……何が起きてるのよ、これ！？"""
st_042130_0040#0,"""お、お姉ちゃん！"""
st_042130_0050#0,"""これ……この前のバケモノ……！？"""
st_042130_0060#0,"""アル、逃げるわよっ！"""
st_042130_0070#0,"""こんなにいっぱいバケモノが……<br>何なのよこれ、どうなってるのよ……！<br>……何が、起きてるっていうのよッ！"""
st_042130_0080#0,"""ヒツギちゃん、こっち。"""
st_042130_0090#0,"""コオリ！？<br>よかった、コオリ……！\u3000無事で……！"""
st_042130_0100#0,"""コオリにもあのバケモノ見えてるのよね！<br>あれが、何か調べられる？<br>あたし、今エーテルインフラに入れなくて……"""
st_042130_0110#0,"""……ヒツギちゃん、話はあと。<br>とにかく外に出よう。"""
st_042130_0120#0,"""エーテルは、大気中に存在する粒子のはず。<br>それが使えなくなるってどういうことなの。<br>一体、何が起きてるの……！"""
st_042130_0130#0,"""……大丈夫。"""
st_042130_0140#0,"""コオリ？"""
st_042130_0150#0,"""……大丈夫だよ、ヒツギちゃん。<br>何も心配いらない。心配いらないから。<br>わたしを信じて、任せて……"""
