un_025150_0010#0,"""ว่าไง <%me><br>ขอโทษด้วยนะที่ต้องเรียกมาตอนที่คุณยุ่งๆ"""
un_025150_0020#0,"""เพราะ Photoner...... เพราะ Luther ก็เลย<br>ทำให้ภายในองค์กร ARKS สั่นคลอนไปหมด<br>และผมที่ต้องสร้างขึ้นมาใหม่ก็ยุ่งมากๆ เลย"""
un_025150_0030#0,"""ด้วยเหตุนั้นผมจึงให้ Uruk มาช่วยผม<br>เพราะเธอก็รู้เรื่องราวทางนี้อยู่แล้ว......<br>แถม เธอก็ไม่ได้ตกใจหรือลนลานอะไรด้วย"""
un_025150_0040#0,"""ก็นะ พักนี้รอบๆ ตัวชั้น<br>เกิดแต่เรื่องช็อคๆ มาโดยตลอด<br>จะเรียกว่าชินแล้ว รึยังไงดีล่ะ......"""
un_025150_0050#0,"""แต่ว่านะ Xiao คุง<br>เรื่องนี้น่ะประกาศออกไปมันจะดีเหรอ?"""
un_025150_0060#0,"""ชั้นคิดว่าการประกาศเกี่ยวกับความจริงหรือ<br>ประวัติศาสตร์ที่ถูกปกปิดไว้ของ ARKS และ Photoner <br>มันจะทำให้ทุกคนโกลาหลกันยกใหญ่เลยนะ"""
un_025150_0070#0,"""โกลาหลกันยกใหญ่ ก็พอดีเลยไม่ใช่เหรอน่ะ<br>ที่ผมจะประกาศก็เพราะผมอยากจะรู้ความคิด<br>ของทุกๆ คนนี่แหละ"""
un_025150_0080#0,"""แต่เดิมทีน่ะ ARKS ก็คือตัวหมาก<br>ที่ Photoner สร้างขึ้นมาเพื่อต่อสู้<br>กับ D-arkers"""
un_025150_0090#0,"""นั่นคือความจริงที่ถึงจะปฏิเสธไปก็ไม่เปลี่ยนแปลง<br>แต่ก็นะ เพราะมีความจริงข้อนั้น<br>ผมถึงได้ถูก Xion สร้างขึ้นมา"""
un_025150_0100#0,"""ดังนั้นจุดเกิดจึงไม่ใช่ปัญหา<br>ที่สำคัญสำหรับ ARKS คือต่อจากนี้ตางหาก"""
un_025150_0110#0,"""ทะเลที่อยู่ข้างในเองก็ออกมาหมดแล้ว<br>คงใกล้ถึงเวลที่ ARKS จะหันหน้ามุ่งเข้าสู่<br>เป้าหมายที่แท้จริงซะที"""
