st_046050_0001#0,"""A.D.2028/4/20/12:00"""
st_046050_0010#0,"""……唔，看來又冒出了些<br>奇怪的東西來啊，聖母。"""
st_046050_0020#0,"""可老夫聽說，地球先導的那群傢伙<br>卻把它們稱作了幻創黑暗種呢……"""
st_046050_0030#0,"""大致上說，這稱呼倒是沒錯。<br>若要說哪裡有错，那就是它們<br>其實是在我的掌控之下這一點。"""
st_046050_0040#0,"""嚯嚯。您居然掌控著它們。<br>那這麼說來，聖母，讓那些幻創黑暗種搞破壞<br>是您的意思嘍？"""
st_046050_0050#0,"""……是我還沒適應。"""
st_046050_0060#0,"""適應？"""
st_046050_0070#0,"""我確實是把那以太與光子的融合體……<br>阿有，吸收進我的體內了。<br>然而，他卻至今都還無法適應我的這副身體。"""
st_046050_0080#0,"""也可能是由於這個的影響吧<br>那些從我體內創造出來的東西<br>有一部分脫離了我的掌控……"""
st_046050_0090#0,"""適應不了的原因是什麼？"""
st_046050_0100#0,"""這恐怕，在於與<%me><br>以及八坂火継之間的聯繫。"""
st_046050_0110#0,"""正是如此。只要這份聯繫尚存<br>名為阿有的存在，就會一直存留在我的體內。<br>而他的殘渣，恐怕也會源源不斷地阻礙我的掌控。"""
st_046050_0120#0,"""……這聯繫頗為牢固。<br>但也正是因為有了如此的牢靠的聯繫<br>才誕生了阿有這個奇跡般的存在。"""
st_046050_0130#0,"""若要斬斷它……怕是也只能<br>殺掉那與他有著聯繫之人了。"""
st_046050_0140#0,"""……殺掉？<br>聖母……您是要殺掉火継嗎？"""
st_046050_0150#0,"""……沒錯，鷲宮冰莉。除此之外<br>就再也沒有別的辦法能拯救八坂火継了。"""
st_046050_0160#0,"""她被洗腦得十分徹底。<br>就連我的手術都對她無能為力。"""
st_046050_0170#0,"""……也正因如此，恐怕也就只能如聖母所言<br>先殺了她，對她進行初始化後，再把她復活才行了。<br>……這你懂吧，鷲宮冰莉？"""
st_046050_0180#0,"""……只要這麼做了，她就能回來了是嗎？<br>火継她就會回到我的身邊了是嗎？"""
st_046050_0190#0,"""我們是不是就能回到那時候了？<br>就能回到我們兩人一起上學，聊著時尚的話題<br>聊著學生會的話題，還會說胡話扯閒天的那時……"""
st_046050_0200#0,"""就能一起回到學校，過上一如往常的<br>日常生活了……對不對？"""
st_046050_0210#0,"""……那是自然。"""
st_046050_0220#0,"""……這樣子頗有古怪啊。"""
st_046050_0230#0,"""……你指的是鷲宮冰莉麼，老頭？<br>考慮到她的目的，以及她精神上的障礙<br>她會變得如此不穩定，也是難免。"""
st_046050_0240#0,"""當然了，鷲宮冰莉確實是不穩定<br>……可聖母的樣子，也同樣有些古怪。"""
st_046050_0250#0,"""老夫清楚，聖母她對PSO2中……<br>那被稱為光子族的存在<br>有著強烈的敵意與復仇之心。"""
st_046050_0260#0,"""但她對我們地球人而言<br>卻一直是個心懷著慈愛之心的存在。"""
st_046050_0270#0,"""……可最近呢？<br>她不僅極為猛烈地對地球先導發動了猛攻<br>而且……甚至還說出了要殺掉八坂火継這種話。"""
st_046050_0280#0,"""若要實現大義，犧牲也是在所難免的。<br>迄今為止，我們為了聖母星團的發展<br>不也被迫犧牲過多次麼？"""
st_046050_0290#0,"""我想這對聖母而言<br>雖然算是個頗令她為難的決定……<br>可也算不上是古怪吧。"""
st_046050_0300#0,"""……說起這古怪，老夫覺得你也同樣有些啊。<br>奧菲艾爾。"""
st_046050_0310#0,"""你是為什麼殺了貝托爾？"""
st_046050_0320#0,"""……那是因為聖母有令。"""
st_046050_0330#0,"""恐怕並非如此吧？<br>若是照這邏輯，你也同樣沒有放過萩斗的理由。<br>……那不過是你的獨斷專行罷了。"""
st_046050_0340#0,"""也不知為什麼，聖母她並未問罪於你。<br>那也就只能讓老夫來問你這罪了。"""
st_046050_0350#0,"""奧菲艾爾＝哈佛。<br>你是為何要假借聖母之名，又是為何殺了貝托爾？"""
st_046050_0360#0,"""你在與聖母共赴的道路前方……<br>……究竟看到了何番景象？"""
st_046050_0370#0,"""……老頭。<br>你如何看待地球的現狀？"""
st_046050_0380#0,"""沒想到啊，你居然會以問題回答問題<br>這還真是越來越不像你了。"""
st_046050_0390#0,"""人類現在已經走到了瓶頸。<br>不論是在技術方面、基因方面，還是在精神方面……<br>……甚至，都快要退化了。"""
st_046050_0400#0,"""而就在這時，以太和聖母出現了啊，老頭。"""
st_046050_0410#0,"""只要能夠實現人類的世界重組<br>不論是要在這雙手、這副身軀上沾染多少污穢<br>我也都會毫無怨言。"""
st_046050_0420#0,"""這一切，都是為了這顆行星的未來……<br>必要的犧牲，也是在所難免的。<br>過去如此，將來亦是……"""
st_046050_0430#0,"""行星的未來麼……<br>看來你不適合當個醫生<br>反倒是該成為一名思想家啊，奧菲艾爾。"""
