un_059090_0001#0,"""A.P.241/12/15"""
un_059090_0010#0,"""ふっふっふ、ふふふのふー。"""
un_059090_0020#0,"""どうしたのシエラちゃん。<br>なんだかずいぶんご機嫌だね。"""
un_059090_0030#0,"""いえいえ、いいことが起きるのは<br>私じゃありませんよー。<br>ねー、アルマさん。"""
un_059090_0040#0,"""ねー。"""
un_059090_0050#0,"""邪魔するよ。"""
un_059090_0060#0,"""ま、マリアさん！？"""
un_059090_0070#0,"""んん、なんだい？<br>守護輝士二人にシャオまで揃って<br>悪だくみでもしてんのかい？"""
un_059090_0080#0,"""そういうのはカスラの役目。<br>ぼくは良いことしか考えてないよ。"""
un_059090_0090#0,"""よく言うよ、悪ガキ。<br>アンタがこそこそ動いてるのは<br>サラから聞かされてるよ。"""
un_059090_0100#0,"""……シエラちゃん、ちょっと。"""
un_059090_0110#0,"""あ、違うよ、二代目ちゃん。<br>わたしがお願いしたの。<br>リーちゃんをここに呼んでって。"""
un_059090_0120#0,"""え……？"""
un_059090_0130#0,"""いやあ、ギーくんの元気な姿見たら<br>リーちゃんの姿も見たくなっちゃって。<br>どうせなら、呼んじゃえってね。"""
un_059090_0140#0,"""もう話せないし、触れ合えないけど<br>ギーくんもリーちゃんも<br>わたしの大切な友達なんだ。"""
un_059090_0150#0,"""友達の元気な姿、見ておきたかったの。<br>だから、ありがとね。シエラちゃん。"""
un_059090_0160#0,"""いえ！\u3000お役に立てて嬉しいです！"""
un_059090_0170#0,"""それに二人とも<br>もういい年のはずだから<br>そろそろ危ないかもだしねー。"""
un_059090_0175#0,"""うん？"""
un_059090_0180#0,"""ま、マリアさん？<br>どうされたんですか？"""
un_059090_0190#0,"""なんだか不快な気を感じたが<br>……気のせいか。"""
un_059090_0200#0,"""あはははっ、びっくりしたなぁ。<br>リーちゃんは相変わらず<br>動きがきびきびしてて、楽しいねー。"""
name01#0,"""？？？"""
name02#0,"""？？？"""
