un_039120_0001#0,"""A.P.239/5/3"""
un_039120_0010#0,"""あ、<%me>。<br>ちょうどいいところで会えたわね。"""
un_039120_0020#0,"""あたし？\u3000調査よ、調査。<br>【深遠なる闇】の復活もあって<br>ダーカーの活動も活発化してる。"""
un_039120_0030#0,"""ひまがあったら、あちこち出回って<br>情報集めておくべきだと思ってね。<br>……大丈夫、適度に休んでるから。"""
un_039120_0040#0,"""そういう貴方こそ、無理してない？<br>貴方もマトイも、無茶しすぎるから<br>心配なのよね。"""
un_039120_0050#0,"""まあもっとも、その無茶のおかげで<br>マトイは助けられたわけだけどさ……"""
un_039120_0060#0,"""【深遠なる闇】は復活してしまった。<br>けど、ナベリウスに縫い止められてる<br>おかげで、なんとか食い止められてる。"""
un_039120_0070#0,"""いわゆる、小康状態ね。<br>相手はとんでもない脅威だけど<br>発生予測ができるから、なんとかなる。"""
un_039120_0080#0,"""体勢を整えて、しっかり準備も出来たら<br>シャオは、貴方やマトイをしばらく<br>休ませてあげたい、って考えてるみたい。"""
un_039120_0090#0,"""ま、それについてはあたしも<br>そうするべきだと思ってるわ。"""
un_039120_0100#0,"""ためこんでいたダーカー因子を<br>【仮面】が持っていってくれたとはいえ<br>……尋常ではなかったんだから。"""
un_039120_0110#0,"""きっちり休んで、身体を調べて<br>万全の状態に戻してほしいと、思うの。"""
un_039120_0120#0,"""……働き過ぎよ。貴方も、マトイも。<br>少しは身体をいたわって休んで欲しいわ。"""
un_039120_0130#0,"""……あ、マトイで思い出した。<br>貴方に聞きたいことがあったんだ。"""
un_039120_0140#0,"""１．聞きたいこと？"""
un_039120_0150#0,"""２．マトイが喜びそうなプレゼント？"""
un_039120_0160#0,"""実は、お姉ちゃん……じゃなくて<br>マトイに何かあげようかな、って思ってて。"""
un_039120_0170#0,"""……あれ、なんでそこでヘンな顔するの？<br>あたし別にヘンなこと言ってないでしょ？"""
un_039120_0180#0,"""……よくわかったわね。"""
un_039120_0190#0,"""別に何かを記念して、ってわけじゃないけど<br>戻ってきたお祝い、というかなんというか<br>……まあ、そんな感じなのよ。"""
un_039120_0200#0,"""……ずっと昔に助けてもらったお礼も<br>ちゃんとしてなかったし。"""
un_039120_0210#0,"""……マトイの性格的には<br>その気持ちだけで嬉しい、とか<br>言ってくれそうなんだけどさ。"""
un_039120_0220#0,"""……あー、ごめん。<br>聞いておいてなんだけど<br>答えはいらないかも。"""
un_039120_0230#0,"""多分こういうのって、自分で考えて<br>プレゼントするのが重要だと思うから。<br>もうちょっと、考えてみる。ごめん。"""
