st_044030_0001#0,"""A.P.241/4/10/12:00"""
st_044030_0010#0,"""……ん、ああ。<%me>か。<br>会見場所の連絡はまだみたいだ。<br>もう少し待ってもらえるか？"""
st_044030_0020#0,"""１．ヒツギが大事なんだな"""
st_044030_0030#0,"""２．すこし厳しくないか"""
st_044030_0040#0,"""……まあ、な。<br>唯一の家族だからな。"""
st_044030_0050#0,"""いいんだよ、厳しいぐらいで。<br>そうじゃないとあいつには伝わらない。"""
st_044030_0060#0,"""オレたちの両親は、事故に巻き込まれて死んだ。<br>もっと正しく言えば、事故に巻き込まれた時<br>オレとヒツギを守って、死んだんだ。"""
st_044030_0070#0,"""当時としては、結構な大事故だったんだよ。<br>デパートが丸ごと崩落した、大惨事。<br>その生き残りが、オレとヒツギだ。"""
st_044030_0080#0,"""奇跡の生還者とか、親の愛情がどうこう言われたな。<br>顔を知りもしない親戚が、涙ながらに語ってるのを<br>テレビで何度も見た。もう誰も覚えてないだろうが。"""
st_044030_0090#0,"""……っと、そんな経緯は<br>今はどうでもよかったな。"""
st_044030_0100#0,"""で、その、最期の時に<br>オレは親父やお袋と約束したんだ。"""
st_044030_0110#0,"""……オレが必ず、あいつを守るってな。"""
st_044030_0120#0,"""んで、オレは事故の時に能力に目覚めてな。<br>その後、アースガイドがオレに接触してきて<br>スカウトされて、入ったってわけだ。"""
st_044030_0130#0,"""何をするにも先立つものは必要。<br>その点、なかなかどうしてアースガイドは<br>金払いがよくてな。おかげで楽させてもらったぜ。"""
st_044030_0140#0,"""んで、オレはマザー・クラスタの調査のために<br>あの学校……天星学院に入った。<br>そしたら、ヒツギも追っかけてきやがった。"""
st_044030_0150#0,"""同じ学校に入るだけだったらまだよかったが<br>そこからマザー・クラスタに入っちまうとはな。<br>……あのときは流石に肝を冷やしたぜ。"""
st_044030_0160#0,"""オレがもうちょい力をつけたら、強引にでも<br>マザー・クラスタから離れさせるつもりだった。<br>だから今回のは、渡りに船、結果オーライさ。"""
st_044030_0170#0,"""ここにいる限りは、安全だろうしな。"""
st_044030_0180#0,"""準備が出来たとさ。<br><%me>、一緒に来てくれ。"""
