un_057060_0001#0,"""A.P.241/11/12"""
un_057060_0010#0,"""速報！\u3000速報です！<br>最近曖昧な情報が続いていたけど<br>今日はとってもいい情報！"""
un_057060_0020#0,"""なんとなんと、かねてから<br>「いい加減くっつけよお前ら」と<br>思っていたあの二人！"""
un_057060_0030#0,"""そう！\u3000ゼノさんとエコーさんが<br>ついに、ついについについに！<br>ご結婚されるとのことです！"""
un_057060_0040#0,"""知ってる"""
un_057060_0050#0,"""めでたいよね"""
un_057060_0060#0,"""えっ！？<br>どうして知ってるの！？"""
un_057060_0070#0,"""エコーさんが言ってたじゃん……"""
un_057060_0080#0,"""あれ、思ったより驚きが少ない？"""
un_057060_0090#0,"""<%me>さんは<br>もう知ってるって事だって……"""
un_057060_0100#0,"""結婚自体は珍しいものでもないですが<br>あのお二人……とくにゼノさんは<br>六芒の一人ですから。"""
un_057060_0110#0,"""いわば、ビッグカップルの結婚ですよ！<br>こういう話題を伝えられるのは<br>情報屋として嬉しいよねー！"""
un_057060_0120#0,"""アークスはどうしても、戦いが主軸で<br>家庭を持つって発想に至らないから<br>お二人の結婚の持つ意味は大きいです。"""
un_057060_0130#0,"""あたしもいつかああいう風にー……<br>とか思うもんねー！<br>うーん、うらやましい！"""
un_057060_0140#0,"""パティちゃんもそういう願望あるの？"""
un_057060_0150#0,"""もっちろん！\u3000あたしだって女の子！<br>将来の夢はお嫁さん！<br>相手は随時募集中です！\u3000はい！"""
un_057060_0160#0,"""誰にアピールしてるの……？"""
un_057060_0170#0,"""興味なさげにしてるけど<br>子供の時のティアの夢<br>「お嫁さん」だったじゃーん。"""
un_057060_0180#0,"""そ、そういうことをバラすなバカ姉！"""
un_057060_0190#0,"""以上、パティちゃんからお伝えする<br>ティアの機密情報でした！\u3000それじゃ！"""
un_057060_0200#0,"""すみません、私も失礼します！"""
un_057060_0210#0,"""こらバカ姉！<br>その話広めたら、地獄を見せるぞ！"""
name01#0,"""？？？"""
name02#0,"""？？？"""
