name01#0,"""???"""
name02#0,"""???"""
name01#1,"""？？？"""
name02#1,"""？？？"""
ra_020500_0001#0,"""A.P.238/7/1"""
ra_020500_0010#0,"""ผู้เคราะห์ร้ายตอนที่โดน D-arkers <br>จู่โจมบน Themis ก่อนหน้านี้?<br>พูดเรื่องอะไรอยู่อ่ะ?"""
ra_020500_0015#0,"""ก็ศึกที่โดน D-arkers ลอบโจมตียังไงล่ะ<br>ที่ขนาด Regias ยังต้องออกโรงด้วยนั่นน่ะแหละ"""
ra_020500_0020#0,"""อ๋อ นึกออกแล้ว ตอนนั้นนี่เอง<br>เธอนี่ช่างสังเกตจริงนะ"""
ra_020500_0030#0,"""ตานั่น รู้สึกว่าจะเป็นคนเดียวกับ<br>ที่ถูก Newman ผู้ชายฝากข้อมูลลับไว้<br>ก่อนหน้านี้สินะ"""
ra_020500_0040#0,"""แต่โทษทีนะ<br>ถึงเป็นพวกพี่สาวก็เถอะ <br>ก็มีทั้งเรื่องที่ทำได้และทำไม่ได้เหมือนกัน"""
ra_020500_0050#0,"""ถ้าตัดคนที่พูดไม่รู้เรื่องอย่าง Pati จัง<br>ออกไปแล้ว...... Theodor คุงเองก็กำลัง<br>หาข้อมูลเกี่ยวกับเรื่องนี้อยู่เหมือนกันนะ"""
ra_020500_0060#0,"""แต่ต้องขอโทษด้วยจริงๆ <br>อย่างที่ Pati จังพูดนั่นล่ะ<br>เรื่องข้อมูลนี้เท่านั้นที่เราคงจะช่วยอะไรไม่ได้"""
ra_020500_0070#0,"""คงไม่ใช่ข้อมูลสำคัญอะไรนักหนาหรอกน่า<br>แต่ก็ยังน่าสงสัยอยู่นิดหน่อย......"""
ra_020500_0080#0,"""ไอ้รายงานความเสียหายตอนนั้นน่ะ......<br>เล่นปกปิดข้อมูลซะมิดชิดไม่ให้ใครเห็นเลยรู้ปะ<br>"""
ra_020500_0090#0,"""แล้วค้นแบบธรรมดา <br>ก็ไม่เจอข้อมูลนั่นแม้แต่เงาเลยด้วย<br>ทำไมกันน้า? แปลกจังเลย"""
ra_020500_0100#0,"""คงเป็นรายงานผู้เสียชีวิตนี่ล่ะมั้ง<br>......แต่ข้อมูลที่คุณกำลังหาอยู่นั่น <br>คงไม่ใช่ของแบบนั้นถูกมั้ย"""
ra_020500_0110#0,"""เอาเถอะ ยังไงก็อย่าเพิ่งถอดใจซะล่ะ!<br>ถ้าเป็นข้อมูลที่หาจากในคอมพิวเตอร์ไม่เจอ<br>ก็ต้องได้จากการถามเอาด้วยปากนี่แหละ!"""
ra_020500_0120#0,"""......ก็คงต้องตามนั้นแหละ แต่พูดแบบนี้<br>ก็แสดงว่าพอจะรู้เงื่อนงำอะไรบ้างสินะ Pati จัง"""
ra_020500_0130#0,"""ไม่เลย!"""
ra_020500_0140#0,"""ก็กะอยู่แล้ว......"""
ra_020500_0001#1,"""A.P.238/7/1"""
ra_020500_0010#1,"""この前、テミスにダーカーが<br>襲ってきたときの被害者について？<br>なんだっけそれ？"""
ra_020500_0015#1,"""ダーカーの襲撃戦のことだよ。<br>レギアスまで出撃した、あれのこと。"""
ra_020500_0020#1,"""あー、あれかー、あれなのかー。<br>アナタもお目が高い。"""
ra_020500_0030#1,"""そいつはちょいと前に<br>ニューマンの男の子にお願いされた<br>情報と同じヤツだねえー。"""
ra_020500_0040#1,"""だけどごめんよ。<br>お姉さんたちにも、できることと<br>できないことがあるんだよう。"""
ra_020500_0050#1,"""よくわからない喋りのパティちゃんは<br>放っておくとして……テオドール君と<br>同じ情報を求めてるのね。"""
ra_020500_0060#1,"""でも、ごめんなさい。<br>パティちゃんの言うとおり<br>その情報だけは、協力できないかも。"""
ra_020500_0070#1,"""そんなに重要な情報ではないはず<br>なのに、少し問題があって……"""
ra_020500_0080#1,"""あのときの被害報告ってさー<br>やけに綿密に情報封鎖されてて<br>見られないんだよー。"""
ra_020500_0090#1,"""普通の調べ方じゃ<br>その情報にかすりもしない。<br>なんでだろ？\u3000ふっしぎー。"""
ra_020500_0100#1,"""なんとか死亡報告はつかめたんだけど<br>……貴方が求めているのは<br>きっとそういう情報じゃないよね。"""
ra_020500_0110#1,"""でも、諦めるなかれー！<br>電子参照できない情報なら<br>口伝で聞けばいい！"""
ra_020500_0120#1,"""……確かにその通りだけど<br>なにかツテはあるの、パティちゃん。"""
ra_020500_0130#1,"""ない！"""
ra_020500_0140#1,"""だと思った……"""
