un_057080_0001#0,"""A.P.241/11/16"""
un_057080_0010#0,"""あ、センパイ。"""
un_057080_0020#0,"""……なあ、センパイも聞いてるよな。<br>ゼノさんとエコーさんの結婚について。"""
un_057080_0030#0,"""センパイもああいう感じの<br>相手が欲しいって、思うのかな？"""
un_057080_0040#0,"""ああいや、マトイさんとセンパイが<br>そういう感じなのはわかってるけど<br>……一般論として、どうなのかなって。"""
un_057080_0050#0,"""こんなこと聞いたらマトイさんに<br>怒られちゃうかもだけど……<br>一般論として、さ。"""
un_057080_0060#0,"""もちろん"""
un_057080_0070#0,"""イオはどうなの？"""
un_057080_0080#0,"""やっぱ、そうなのか。<br>センパイでも、そうなんだよな。"""
un_057080_0090#0,"""おれは……<br>おれは、どうなんだろう。"""
un_057080_0100#0,"""……話を聞いたとき、なんだか急に<br>ゼノさんとエコーさんが遠くに<br>行ってしまった気がしたんだ。"""
un_057080_0110#0,"""誰かと一緒になる、とかそういうの<br>すごく遠い気持ちでいたんだけど……<br>身近の人がそうなったから、さ。"""
un_057080_0120#0,"""なんだかすっごく……<br>……ああ、そうか。"""
un_057080_0130#0,"""……おれ、混乱してるんだ。"""
un_057080_0140#0,"""……おれもさ、そういうの考えるよ。<br>誰かと一緒になれたら、とか<br>小さいときはよく考えてた。"""
un_057080_0150#0,"""でもほら、おれ無愛想だからさ。<br>そういった付き合いも全然なかったし<br>まったくそういうの想像できなくて。"""
un_057080_0160#0,"""アークスだから、ってのを言い訳に<br>ずっと戦い続けるものだって……<br>そんな風に思ってたから……"""
un_057080_0170#0,"""おめでとう、って思うよりも先に<br>うらやましいな、って考えちゃった。<br>……最低だよな、おれ。"""
un_057080_0180#0,"""そんなことはない"""
un_057080_0190#0,"""実際うらやましい"""
un_057080_0200#0,"""や、やっぱりそう思う？<br>……おれだけじゃなかったのか。<br>なんだかちょっとホッとしたよ。"""
un_057080_0210#0,"""あ、もちろん二人のことは祝福してる。<br>めでたいことだし、ゼノさんにも<br>エコーさんにもお世話になったしさ。"""
un_057080_0220#0,"""それに……うらやましい、って思うなら<br>あの二人に勝るとも劣らぬ相手を<br>見つければいいんだよな。"""
un_057080_0230#0,"""……その相手は、競争率とかが<br>とっても高そうで大変だけど、さ。"""
name01#0,"""？？？"""
name02#0,"""？？？"""
