Begin#0,"""開始5151"""
Success#0,"""成功5151"""
Failure#0,"""失敗5151"""
Dead#0,"""自分死亡5151"""
BuddyDead#0,"""相手死亡5151"""
Evolution#0,"""発展5151"""
Begin#1,"""/ci1 1 ……お願い。<br>手伝ってほしい。"""
Success#1,"""/ci2 1 二人だけだと、危なかった。<br>ありがとう。"""
Failure#1,"""うまく、できなかった。<br>……ごめん。"""
Dead#1,"""嘘……<br>やられる、なんて……"""
BuddyDead#1,"""キッド、だめ。<br>無理は禁物、休んでて。"""
Begin#2,"""/ci1 2 突然、ごめんなさい。<br>手伝ってくれると助かる……"""
Success#2,"""/ci2 2 ありがとう、助かった。<br>それじゃ、また。"""
Failure#2,"""/mn5 失敗しちゃったね……<br>ごめん、出直してくる。"""
Dead#2,"""/mn4 これ以上は難しいみたい……<br>ごめんなさい……"""
BuddyDead#2,"""……キッド！<br>ゆっくり休んでで。"""
