name01#0,"""Astalte"""
11_voice_shop_412#0,"""ท่านสำเร็จทุกเงื่อนไขใน Card ใบนี้แล้ว<br>และนี่คือ Card ใบใหม่ของท่าน"""
text02#0,"""Card ใบนี้จะเกี่ยวกับสถานที่ต่างๆบน ARKS Ship<br>รวมไปถึงการใช้บริการร้านค้าบริเวณ Shopping Area"""
text03#0,"""และภารกิจแรกคือ <br><c bb0000>หา Weapon Shop และ Disc Shop ให้เจอ<c>"""
text04#0,"""และเมื่อท่านสามารถดำเนินภารกิจจนลุล่วงแล้ว<br>ท่านจึงจะได้รับการประทับตราบน StampCard<br>"""
text05#0,"""พยายามเข้านะ"""
name01#1,"""アスタルテ"""
11_voice_shop_412#1,"""カードの取得条件を満たしていますね。<br>では、こちらが新しいカードです。"""
text02#1,"""アークスシップ内の施設である<br>ショップエリアの散策と機能把握が<br>主となるカードとなります。"""
text03#1,"""最初の目標は、<c bb0000>ショップエリアの<br>武器、ディスクショップへの訪問<c>です。"""
text04#1,"""なお、すでに目標達成済みでしたら<br>引き続いてスタンプを押させて<br>もらいます。よろしくお願いします。"""
text05#1,"""それでは、頑張って下さい。"""
