st_042120_0001#0,"""A.D.2028/3/30/12:00"""
st_042120_0010#0,"""五年前……我的爸爸和媽媽，都因事故而去世了<br>就在我陷入了絕望的深淵之時，有個溫柔的聲音呼喚了我。<br>……而這，就是我與聖母的相遇。"""
st_042120_0020#0,"""雖然我們之前沒有直接見過面<br>但透過以太傳來的聖母的聲音，非常地溫柔、溫暖<br>而且，還一直都很正確。"""
st_042120_0030#0,"""所以我就加入了聖母星團。<br>加入了相信聖母的話語、為聖母而行動<br>也為了聖母而存在的，這個組織。"""
st_042120_0040#0,"""…………然而。"""
st_042120_0050#0,"""……阿有，已經可以睜開眼睛了哦。"""
st_042120_0060#0,"""哇……！<br>好厲害呀……我們來到別的世界啦……！"""
st_042120_0070#0,"""……我僅僅只是牽著他的手，就把他給帶來了。<br>而且，阿有的衣服也還是那身沒變。<br>和我一樣，穿著在地球買到的衣服。"""
st_042120_0080#0,"""阿有也同樣是肉身來到了這裡……<br>難道說，他和我是一樣的存在麼？<br>……可是，聖母卻並沒有這麼說過。"""
st_042120_0090#0,"""……雪拉小姐。"""
st_042120_0100#0,"""來了來了，我就是隨叫隨到的雪拉哦－－<br>……呃，火継小姐，感覺你好認真呢。"""
st_042120_0110#0,"""<%me>也在吧？<br>我想查一查阿有的事情。<br>我們可以到那邊去嗎？"""
st_042120_0120#0,"""……好的，我們就在這邊等著。"""
st_042120_0130#0,"""姐姐，我們要去哪呀？"""
st_042120_0140#0,"""……要去知曉，究竟何為正確。"""
st_042120_0150#0,"""……沒事的阿有。你不用擔心。<br>不管發生了什麼，我都是站在阿有這邊的。"""
st_042120_0160#0,"""……恩。<br>不過我也一樣哦。<br>我也一樣，是站在姐姐這邊的哦。"""
st_042120_0170#0,"""…………謝謝你。"""
st_042120_0180#0,"""恭候多時了，火継小姐。<br>還有阿有弟弟。"""
st_042120_0190#0,"""看來你冷靜下來了啊"""
st_042120_0200#0,"""你沒有在硬撐吧？"""
st_042120_0210#0,"""要是看起來像是那樣<br>那我振作起來，也算是有意義了吧。"""
st_042120_0220#0,"""不過說實話，我腦子裡一直都平靜不下來。<br>畢竟有可能我一直所相信的東西，都會被顛覆<br>……也不知道會有什麼在等著我。"""
st_042120_0230#0,"""……被你發現了啊。<br>要是我說沒有……那就成了是在說謊了。"""
st_042120_0240#0,"""不過，我已經做好覺悟了。<br>雖然會感到混亂，也沒準是會硬撐一下吧<br>……但只要做好了覺悟，就一定會有辦法解決。"""
st_042120_0250#0,"""我不願就這麼不明所以下去。<br>我再也不願意<br>就這麼束手無策地失去什麼了……"""
st_042120_0260#0,"""我想要知曉－－知曉真相。"""
st_042120_0270#0,"""……我明白了。<br>那麼阿有弟弟，能拜託你伸出手來嗎？<br>來和姐姐握個手吧。"""
st_042120_0280#0,"""……確認到與身體組織直接進行接觸。<br>開始直接掃描……恩！？"""
st_042120_0290#0,"""火継小姐！"""
st_042120_0300#0,"""火継和阿有呢？"""
st_042120_0310#0,"""雪拉，你還好嗎？"""
st_042120_0320#0,"""……不清楚。<br>只知道他們消失了。"""
st_042120_0330#0,"""……恩，還好。<br>雖然嚇了一跳，但我沒關係的。<br>比起這個，火継小姐和阿有弟弟他們……！"""
st_042120_0340#0,"""在接觸到的瞬間<br>他們就被什麼給拉了回去，連接也強制斷線了……<br>是在害怕我們與阿有弟弟的接觸嗎……？"""
