un_063040_0001#0,"""A.P.242/3/14"""
un_063040_0010#0,"""ふわあっ！？"""
un_063040_0020#0,"""ああ……マスターでしたの……<br>びっくりしました……"""
un_063040_0023#0,"""二人とは知り合い？"""
un_063040_0025#0,"""ルコットが二人の幼なじみ？"""
un_063040_0030#0,"""はいですの……<br>ストラトスとキョーさんは……<br>わたくしの幼なじみですわ。"""
un_063040_0040#0,"""ともに遊んで、笑って、泣いて……<br>昔は、いつも三人一緒でしたの。"""
un_063040_0050#0,"""ケンカした時は<br>わたくしが焼いた「仲直りクッキー」を<br>みんなで食べて、仲直りして。"""
un_063040_0060#0,"""わたくしが先にアークスになった時も<br>あの二人は、いつでもわたくしのことを<br>支えてくれていましたの。"""
un_063040_0070#0,"""しかし……<br>５年前のある事件が、わたくしの運命を<br>大きく変えてしまいましたの。"""
un_063040_0080#0,"""事件に巻き込まれ、わたくしは失踪。<br>あるお屋敷に二人を招待したまま放り出し<br>何年も、連絡ひとつできずに……"""
un_063040_0090#0,"""ストラトスは、きっと……<br>連絡せず行方をくらませたわたくしに<br>裏切られたと感じ、傷ついています。"""
un_063040_0100#0,"""それに、わたくしはその事件で<br>二人から蔑まれても仕方がないような<br>取り返しのつかないことを……"""
un_063040_0110#0,"""二人に会って、謝りたい……<br>でも、わたくし……怖いんですの。"""
un_063040_0120#0,"""二人に冷たい目で見られるのが。<br>二人に冷たい言葉をかけられるのが。<br>……怖い。"""
un_063040_0130#0,"""ねえ、マスター。<br>わたくしに……勇気をください。<br>弱い心を押え込む、勇気を……！"""
un_063040_0140#0,"""逃げていたら、前には進めない"""
un_063040_0150#0,"""ストラトスが会いたがっていた"""
un_063040_0160#0,"""……そうですわね。<br>マスターの言うとおりですの。<br>一歩ずつ、前に進まなければ。"""
un_063040_0170#0,"""えっ……本当ですの！？<br>ストラトスがそう思ってくれているなら<br>わたくし……勇気を出せますわ！"""
un_063040_0180#0,"""ねえ、マスター。<br>ひとつ、お願いがありますの。"""
