name01#0,"""？？？"""
name02#0,"""？？？"""
un_036050_0010#0,"""<%me>様ー！<br>ご無沙汰しておりました！"""
un_036050_0020#0,"""まさしく生き地獄であった<br>辛い特訓を乗り越え、ついに私<br>戦場へと舞い戻ってきましたわ！"""
un_036050_0030#0,"""……落第レベルから<br>ぎりぎり及第に上がった程度だ。<br>まだ特訓は終わっていないぞ。"""
un_036050_0040#0,"""サガさんいちいちうるさいですね。<br>言われなくてもわかってますー。"""
un_036050_0050#0,"""そもそも、なんでついてくるんです？<br>たまの休みなんですから<br>私のことは放っておいてくださいよ。"""
un_036050_0060#0,"""そうはいかん。バウンサーの<br>普及に悪影響を及ぼさないよう<br>お前を監督する義務がある。"""
un_036050_0070#0,"""清々しいくらい私信用ゼロですね！"""
un_036050_0080#0,"""あーん！<br><%me>様ー！<br>私を慰めてくださいー！"""
un_036050_0090#0,"""……あれ？<br><%me>様。<br>どこかお身体悪くされてます？"""
un_036050_0100#0,"""１．そんなことはない"""
un_036050_0110#0,"""２．どうしてそう思ったの？"""
un_036050_0120#0,"""そうですか？<br>……そうですか、なら私の<br>勘違いですね。すみません。"""
un_036050_0130#0,"""あっ、いえ、他意があるわけではなく<br>なんとなく、そう思っただけでして……<br>気を悪くされたら、すみません。"""
un_036050_0140#0,"""私の、直感恐怖レーダーに<br>反応があった気がしただけです。"""
un_036050_0150#0,"""そもそも、私自身が<br>基本、ポンコツなので<br>気にしないで下さいね。"""
un_036050_0160#0,"""では<%me>様<br>私はサガさんを撒くために<br>ちょっと散歩してまいりますね！"""
un_036050_0170#0,"""今度は二人きりでお会いしましょう！<br>ではっ！"""
un_036050_0180#0,"""……カトリはいつでも怠惰で<br>基本的に信用はならない奴だが……<br>直感だけは、確かなものがある。"""
un_036050_0190#0,"""私には何も感じ取れないが<br>あいつがそう言うのなら<br>潜在的な問題があるのかもしれん。"""
un_036050_0200#0,"""……留意はしておくといい。<br>ではな。"""
