Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""援護、おねがいします！"""
Success#1,"""な、なんとかなったぁ……！<br>アークスのみなさん、ありがとう！"""
Failure#1,"""もうダメです……<br>ごめんなさい、撤退します。"""
Dead#1,"""やられちゃいました……"""
BuddyDead#1,"""わ、わたしが頑張らないと！"""
Begin#2,"""援護、おねがいします！"""
Success#2,"""な、なんとかなったぁ……！<br>アークスのみなさん、ありがとう！"""
Failure#2,"""もうダメです……<br>ごめんなさい、撤退します。"""
Dead#2,"""やられちゃいました……"""
BuddyDead#2,"""わ、わたしが頑張らないと！"""
Begin#3,"""援護、おねがいします！"""
Success#3,"""な、なんとかなったぁ……！<br>アークスのみなさん、ありがとう！"""
Failure#3,"""もうダメです……<br>ごめんなさい、撤退します。"""
Dead#3,"""やられちゃいました……"""
BuddyDead#3,"""わ、わたしが頑張らないと！"""
Begin#4,"""援護、おねがいします！"""
Success#4,"""な、なんとかなったぁ……！<br>アークスのみなさん、ありがとう！"""
Failure#4,"""もうダメです……<br>ごめんなさい、撤退します。"""
Dead#4,"""やられちゃいました……"""
BuddyDead#4,"""わ、わたしが頑張らないと！"""
