un_025140_0001#0,"""A.P.228/8/7"""
un_025140_0010#0,"""อ๊ะ ท่านอาจารย์! ไม่ได้เจอกันนานเลยนะ!<br>ไม่ได้พบกับท่านเลย<br>มันทำให้ข้าเหงามากเลยนะ รู้รึเปล่า?"""
un_025140_0020#0,"""การที่ได้ฟังเรื่องราว ได้เห็นการเคลื่อนไหว<br>ของท่านอาจารย์ มันทำให้ข้าได้เรียนรู้มากกว่า<br>การนั่งเรียนอยู่กับโต๊ะซะอีกนะ"""
un_025140_0030#0,"""เพราะฉะนั้น ท่านอาจารย์<br>ท่านช่วยสอนให้ข้าเยอะๆ เลยนะ!<br>......ง่ะ ท่านอาจารย์?"""
un_025140_0040#0,"""ไหงถึงทำหน้าตาปั้นยาก<br>ยังงั้นล่ะน่ะ"""
un_025140_0050#0,"""......หรือว่า ท่านอาจารย์<br>จะไปที่ไหนไกลๆ ยังงั้นเหรอ?"""
un_025140_0060#0,"""คราวนี้ทำหน้ายังกับว่าข้าทายถูกเลย<br>อะไรกัน ทั้งๆ ที่<br>อุตส่าห์ได้รู้จักแล้วแท้ๆ ......"""
un_025140_0070#0,"""......ดีล่ะ! ถ้างั้นข้าเองก็จะตามท่านอาจารย์ไปด้วย! <br>โรงเรียนก็จะเลิกไป! เพราะข้ายังมีอะไรที่อยากจะ<br>ให้ท่านสอนอยู่อีกเยอะแยะเลยล่ะนะ!"""
un_025140_0080#0,"""1. ว่ากล่าวอย่างอ่อนโยน"""
un_025140_0090#0,"""2. ปฏิเสธอย่างชัดเจน"""
un_025140_0100#0,"""ถ้าไม่ใช่ ARKS ก็ไปไม่ได้......<br>ถ้ายังงั้น ถ้าข้าเป็น ARKS<br>ท่านก็จะพาข้าไปด้วยจริงๆ น่ะเหรอ?"""
un_025140_0110#0,"""......ยังไงก็ไม่พาไปด้วยอยู่แล้วใช่มั้ยล่ะ<br>ข้าเองก็รู้ ว่าแต่เดิมทีมันก็เป็นคำขอร้อง<br>ที่เป็นไปไม่ได้อยู่แล้ว"""
un_025140_0120#0,"""ความสามารถยังไม่ถึงนี่......<br>ฮะๆ ไม่อ่อนข้อให้เลยน้า ท่านอาจารย์เนี่ย<br>แต่ก็เป็นเหตุผลที่เข้าใจง่ายดี"""
un_025140_0130#0,"""แต่ว่านะ ท่านอาจารย์<br>ถึงแม้ว่าความสามารถข้าจะถึง<br>ท่านก็ไม่คิดจะพาข้าไปด้วยอยู่แล้วใช่มั้ยล่ะ?"""
un_025140_0140#0,"""ทั้งๆ ที่ถ้าหากว่าพาข้าไปด้วย<br>ข้าก็จะแข็งแกร่งยิ่งขึ้นกว่าตอนนี้แล้วก็เป็น<br>ประโยชน์ให้กับท่านอาจารย์ได้แท้ๆ เลย......!"""
un_025140_0150#0,"""......ดีล่ะ เดี๋ยวข้าจะทำให้ดู!<br>เดี๋ยวข้าจะรีบตามท่านอาจารย์ไปให้ทันให้ดู!<br>คอยดูให้ดีเถอะ ท่านอาจารย์!"""
un_025140_0001#1,"""A.P.228/8/7"""
un_025140_0010#1,"""あっ、師匠！\u3000久しぶりだな！<br>全然会えなくて<br>ちょっと寂しかったんだぜ？"""
un_025140_0020#1,"""座学とか聞いているより<br>師匠の話を聞いたり、動きを見てた方が<br>勉強になるんだよ。"""
un_025140_0030#1,"""だから師匠、もっとたくさん<br>オレに教えてくれよな！<br>……って、師匠？"""
un_025140_0040#1,"""どうしてそんな困ったような<br>顔するんだよ。"""
un_025140_0050#1,"""……もしかして師匠<br>どこか遠くに行っちまうのか？"""
un_025140_0060#1,"""今度は図星、って顔だな。<br>なんだよ、せっかく<br>知り合えたってのに……"""
un_025140_0070#1,"""……よし、じゃあオレも<br>師匠についていく！\u3000学校もやめる！<br>もっといろいろ教えて欲しいからな！"""
un_025140_0080#1,"""１．やさしく諭す"""
un_025140_0090#1,"""２．はっきりと拒絶する"""
un_025140_0100#1,"""アークスじゃないからダメって……<br>じゃあ、アークスだったら<br>オレを連れてってくれたのか？"""
un_025140_0110#1,"""……連れてってくれないだろ？<br>オレだってわかってるよ<br>元々無理なお願いだってことは。"""
un_025140_0120#1,"""実力不足って……<br>ははっ、容赦ないな師匠。<br>とってもわかりやすい理由だ。"""
un_025140_0130#1,"""でも、師匠。<br>オレに実力があったとしても<br>連れて行く気、ないんだろ？"""
un_025140_0140#1,"""連れてってくれれば、絶対に今より<br>もっと、もーっと強くなって<br>師匠の役に立ってみせるのに……！"""
un_025140_0150#1,"""……よーし、やってやる！<br>すぐに師匠に追いついてやるからな！<br>見てろよ、師匠！"""
