st_042090_0001#0,"""A.D.2028/3/27/12:00"""
st_042090_0010#0,"""呼－－，今天的工作也做完了<br>一臨近開學典禮，學生會的工作就會增加<br>真是好累哦，火継。"""
st_042090_0020#0,"""而且因為我們是住宿生<br>所以好多重活累活都交給我們做，真是都忙得焦頭爛額了。"""
st_042090_0030#0,"""不過嘛不過嘛，也多虧了這個緣故<br>我才能和火継像這樣兩個人獨處<br>所以，其實也沒那麼壞吧，大概……"""
st_042090_0040#0,"""……開玩笑的開玩笑的！<br>嗨呀，我這都是在胡說些什麼呀！<br>你說對不對呀，火継！"""
st_042090_0050#0,"""…………"""
st_042090_0060#0,"""……火継？"""
st_042090_0070#0,"""……PSO2，是個遊戲。<br>聖母確實這麼說過。"""
st_042090_0080#0,"""要真是這樣，那我們碰到的那些人<br>全都是些假象嗎？"""
st_042090_0090#0,"""火継－－？"""
st_042090_0100#0,"""要是他們全是假象的話<br>那阿有是什麼啊？來到這邊的阿有是什麼啊？<br>那孩子明明那麼黏我，他到底算是個什麼啊？"""
st_042090_0110#0,"""火－－継－－"""
st_042090_0120#0,"""不對，不僅僅是阿有……<br>還有擔心我的雪拉小姐<br>以及<%me>……"""
st_042090_0130#0,"""真會有這種事嗎……？<br>……可畢竟，聖母她都這麼說過了。"""
st_042090_0140#0,"""真是的，火継你聽人家講話啦！"""
st_042090_0150#0,"""嗚哇！<br>啊，冰莉……怎麼了嗎？"""
st_042090_0160#0,"""什麼“怎麼了”啊，我才想問呢。<br>叫你多少次都沒反應。<br>而且工作還完全沒幹完呢。"""
st_042090_0170#0,"""……抱歉。"""
st_042090_0180#0,"""火継你怎麼了呀？<br>最近你的樣子有點奇怪哦。<br>都不像你了。"""
st_042090_0190#0,"""不像我？<br>我有那麼不像自己嗎？"""
st_042090_0200#0,"""恩，恩恩！<br>完完全全都不像你！<br>就跟個披著火継皮的冒牌貨似的！"""
st_042090_0210#0,"""我認識的那個火継<br>才不是這種猶豫不決地煩惱的人呢！<br>而是個當機立斷，乾乾脆脆的人！"""
st_042090_0220#0,"""是那種不容分說地拉著大家<br>幹出結果來，最後撂下一句“你們瞧”<br>讓周遭的人都啞口無言的那種人！"""
st_042090_0230#0,"""你說的這個，是之前開社團活動預算會那時候的事？"""
st_042090_0240#0,"""不對，是開新生歡迎企劃會那時候的事。"""
st_042090_0250#0,"""哈哈，反正不管是哪個<br>照你說的，我不純粹就是個獨裁者了嘛？"""
st_042090_0260#0,"""沒關係呀，即便火継你是個獨裁者也沒關係的。<br>因為我理解，你不會是這樣的人<br>而且我也會陪伴在你的身旁呀……"""
st_042090_0270#0,"""所以火継，你就別煩惱啦。<br>我不希望看到你煩惱的表情。<br>我想看到你，更加更加大顯神通的樣子……！"""
st_042090_0280#0,"""……謝謝你，冰莉。"""
st_042090_0290#0,"""確實啊，就跟冰莉你說得一樣。<br>自己一個人閉門沉思<br>根本就不像是我啊。"""
st_042090_0300#0,"""那好，這種時候就是要轉換一下心情！<br>冰莉，咱們明兒出門去！<br>把阿有也帶上，去玩個痛快！"""
st_042090_0310#0,"""……恩！"""
st_042090_0320#0,"""火継小姐和冰莉小姐她們，<br>感覺就像是彼此都深深信賴著對方一樣<br>……真是不錯啊。"""
st_042090_0330#0,"""我畢竟沒有這樣的朋友<br>……所以還真有點羨慕呢。"""
st_042090_0340#0,"""啊，啊，您不要誤會了。<br>我並不是寂寞了哦。<br>我純粹只是對這種關係抱有憧憬而已啦。"""
